MODO;METAL;ESPECIE;DIA ;MES ;AÑO;LUGAR;MUNICIPIO ;PROVINCIA;EDAD;SEXO;ANILLADOR;Grasa;Ala;peso;tarso;pico;cola;Hora;Dias;Kms;Observaciones
C;572372;Erithacus rubecula;8;12;1994;Palacio de Doñana;Almonte;Huelva;4;0;Zamalla;;;;;;;;;1;control
A;572709;Erithacus rubecula;23;10;1993;RB Doñana;Almonte;Huelva;3;0;M. Pineda;;;;;;;;;;Anillamiento
C;572709;Erithacus rubecula;30;11;1994;Palacio de Doñana;Almonte;Huelva;4;0;M. Vazquez;;;;;;;;;1;control
A;572797;Erithacus rubecula;11;11;1993;RB Doñana;Almonte;Huelva;3;0;M. Pineda;;;;;;;;;;Anillamiento
C;572797;Erithacus rubecula;8;12;1994;Palacio de Doñana;Almonte;Huelva;4;0;Zamalla;;;;;;;;;1;control
A;3006341;Turdus merula;13;11;1994;Manecorro PN Doñana;Almonte;Huelva;4;2;EBD;;;;;;;;;;Anillamiento
C;3006341;Turdus merula;22;12;1995;Puente de la Canariega;Almonte;Huelva;2;0;Zamalla;;;;;;;;;1;Atropellado
A;3027888;Turdus philomelos;28;1;1989;Huerta El Torno;Dos Hermanas;;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;3027888;Turdus philomelos;26;2;1989;Trigueros;Trigueros;Huelva;4;0;Particular;;;;;;;;28;82;Cazado con escopeta
A;3260427;Turdus philomelos;10;3;2005;El Alamillo;Sevilla;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;3260427;Turdus philomelos;6;11;2005;Andoain;Andoain;Guipuzcoa;4;0;Particular;;;;;;;;241;729;Cazado con escopeta
A;3260505;Turdus philomelos;12;11;2005;Marismas del Odiel;Huelva;Huelva;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;3260505;Turdus philomelos;28;1;2006;Bonares;Bonares;Huelva;2;0;JM Sayago;;;;;;;;77;21;Cazado con escopeta
A;19851;Parus caeruelus;16;8;1986;Montalban;Montalban;Toledo;3;0;G Atthis;;;;;;;;;;Anillamiento
C;19851;Parus caeruelus;1;11;1986;Puebla del Rio;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;75;602;Cazado
A;772541;Parus caeruelus;7;10;1995;La Rocina PND;Almonte;Huelva;3;1;PND;;;;;;;;;;Anillamiento
C;772541;Parus caeruelus;10;2;1997;El Rincon;Almonte;Huelva;4;0;M. Vazquez;;;;;;;;492;5;control
A;701813;Aegithalos caudatus;27;10;1993;PN Doñana;Almonte;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;701813;Aegithalos caudatus;25;8;1994;Manecorro PN Doñana;Almonte;Huelva;2;0;M. Vazquez;;;;;;;;302;1;control
A;L097695;Parus major;16;9;1996;PN Doñana;Almonte;Huelva;4;2;PND;;;;;;;;;;Anillamiento
C;L097695;Parus major;19;11;1996;Manecorro PN Doñana;Almonte;Huelva;4;0;M. Vazquez;;;;;;;;64;1;control
A;2373032;Passer domesticus;20;2;1991;Caño Guadiamar PND;Aznalcazar;Sevilla;4;1;F. Ibañez;;;;;;;;;;Anillamiento
C;2373032;Passer domesticus;15;10;1991;Isla Mayor;Isla Mayor;Sevilla;2;0;M. Vazquez;;;;;;;;237;48;Cazada
A;2373239;Passer domesticus;30;9;1991;Lucio Marilopez PND;Aznalcazar;Sevilla;4;2;F. Ibañez;;;;;;;;;;Anillamiento
C;2373239;Passer domesticus;15;10;1991;Isla Mayor;Isla Mayor;Sevilla;2;0;M. Vazquez;;;;;;;;15;36;Cazada
A;2168890;Passer montanus;14;3;1989;La Estrella;Palomares del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2168890;Passer montanus;19;7;1989;Huerta del Majano;Coria del Rio;Sevilla;2;0;Cazador;;;;;;;;;10;Cazada con escopeta
A;2035346;Passer domesticus;20;8;1987;Las Higueras;Coria del Rio;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2035346;Passer domesticus;15;12;1987;Coria del Rio;Coria del Rio;Sevilla;2;0;Cazador;;;;;;;;;2;Cazada
A;2168687;Passer domesticus;19;6;1988;Huerta Daniel;Puebla del Rio;Sevilla;4;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2168687;Passer domesticus;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Cazador;;;;;;;;;6;Cazada
A;2222531;Passer domesticus;29;6;1988;Fuentes;Puebla del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2222531;Passer domesticus;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Cazador;;;;;;;;;15;Cazada
A;2372611;Passer domesticus;8;9;1991;Cantera del Duende;El Rubio;Sevilla;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2372611;Passer domesticus;3;3;1992;Cortijo Molino del Marques;El Rubio;Sevilla;2;0;Cazador;;;;;;;;;5;Cazada
A;2286700;Passer domesticus;26;1;1991;Cantera del Duende;El Rubio;Sevilla;4;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2286700;Passer domesticus;3;3;1992;Cortijo Molino del Marques;El Rubio;Sevilla;2;0;Cazador;;;;;;;;;5;Cazada
A;2372651;Passer domesticus;8;9;1991;Cantera del Duende;El Rubio;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2372651;Passer domesticus;19;7;2000;Cortijo Los Frailes;Marchena;Sevilla;2;0;M. Vega;;;;;;;;3235;37;Encontrada solo anilla
A;2372655;Passer domesticus;8;9;1991;Cantera del Duende;El Rubio;Sevilla;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2372655;Passer domesticus;10;1;1992;Herriza los Almendros;El Rubio;Sevilla;2;0;Cazador;;;;;;;;;4;Cazada con escopeta
A;2811176;Passer domesticus;3;9;1999;Manecorro PN Doñana;Almonte;Huelva;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2811176;Passer domesticus;15;9;1999;El Rocio;Almonte;Huelva;2;0;EBD;;;;;;;;12;3;Encotrado muerto
A;2359302;Passer domesticus;15;8;1996;Rio Lora;Los Palacios;Sevilla;4;2;GOSUR;;;;;;;;;;Anillamiento
C;2359302;Passer domesticus;25;5;2000;El Alcornocal;Los Palacios;Sevilla;4;2;M. Vazquez;;;;;;;;1379;3;control
A;2203968;Passer hispaniolensis;25;2;2001;Laguna del Gobierno;Lantejuela;Sevilla;4;1;Zamalla;;;;;;;;;;Anillamiento
C;2203968;Passer hispaniolensis;20;1;2003;Osuna;Osuna;Sevilla;4;1;Zamalla;;;;;;;;694;14;Cazada por esmerejon
A;2168876;Passer montanus;14;3;1989;La Estrella;Palomares del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2168876;Passer montanus;19;7;1989;Huerta del Majano;Coria del Rio;Sevilla;4;0;Cazador;;;;;;;;;10;Cazada con escopeta
A;L111793;Fringilla coelebs;10;6;1997;Base de los Llanos;Albacete;Albacete;3;0;G Manchego;;;;;;;;;;Anillamiento
C;L111793;Fringilla coelebs;12;8;1999;Los Altos de Escucha;Albacete;Albacete;2;0;M. Vazquez;;;;;;;;5;793;Cazada por buho o rapaz
A;191482;Serinus serinus;19;6;1988;Huerta Daniel;Puebla del Rio;Sevilla;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;191482;Serinus serinus;15;8;1988;Hornachuelos;Hornachuelos;Cordoba;2;0;Particular;;;;;;;;56;97;Encotrado muerto
A;233005;Serinus serinus;2;7;1988;Cerro Gordo;Puebla del Rio;Sevilla;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;233005;Serinus serinus;15;7;1988;Piscina de Coria;Coria del Rio;Sevilla;2;0;Particular;;;;;;;;14;5;Cazada con red de tiro no se libera
A;905959;Serinus serinus;11;8;1998;La Escribana;Coria del Rio;Sevilla;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;905959;Serinus serinus;11;12;1998;Puebla del Rio;Puebla del Rio;Sevilla;2;0;Particular;;;;;;;;122;3;Encotrado muerto
A;927913;Serinus serinus;30;4;1998;Pinar de Doña Rosa;Lora del Rio;Sevilla;5;1;M. Vazquez;;;;;;;;;;Anillamiento
C;927913;Serinus serinus;5;10;1998;Monte Gorla;Bergara;Guipuzcoa;2;0;Particular;;;;;;;;158;662;Encotrado muerto
A;191483;Serinus serinus;19;6;1988;Huerta Daniel;Puebla del Rio;Sevilla;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;191483;Serinus serinus;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Particular;;;;;;;;;6;Cazada
A;400569;Serinus serinus;27;9;1990;Huerta El Torno;Dos Hermanas;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;400569;Serinus serinus;15;3;1992;Dos Hermanas;Dos Hermanas;Sevilla;2;0;Particular;;;;;;;;535;4;Cazada con escopeta
A;400687;Serinus serinus;6;11;1990;Huerta El Torno;Dos Hermanas;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;400687;Serinus serinus;30;1;1993;Dos Hermanas;Dos Hermanas;Sevilla;2;0;Particular;;;;;;;;816;4;Cazada con escopeta
A;612577;Serinus serinus;2;5;1995;La Escribana;Coria del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;612577;Serinus serinus;15;3;1999;Coria del Rio;Coria del Rio;Sevilla;2;0;Particular;;;;;;;;1413;4;Encotrado muerto
A;2168981;Carduelis chloris;8;11;1987;Puñana;Almensilla;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2168981;Carduelis chloris;8;11;1987;Rio Viejo;Coria del Rio;Sevilla;3;2;Particular;;;;;;;;0;10;Cazada con red de tiro no se libera
A;2216533;Carduelis chloris;28;7;1988;Valdelatas;Madrid;Madrid;3;0;G Horus;;;;;;;;;;Anillamiento
C;2216533;Carduelis chloris;6;5;1997;Dos Hermanas;Dos Hermanas;Sevilla;2;0;M. Vazquez;;;;;;;;3204;408;Encontrada solo anilla
A;2254947;Carduelis chloris;2;1;1992;La Algaida;Sanlucar de Barrameda;Cadiz;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2254947;Carduelis chloris;6;9;1997;Manecorro PN Doñana;Almonte;Huelva;4;2;JL Arroyo;;;;;;;;;;control
A;2256067;Carduelis chloris;31;5;1989;La Estrella;Palomares del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2256067;Carduelis chloris;5;10;1989;El Sequero;Coria del Rio;Sevilla;2;0;Particular;;;;;;;;;5;Cazada con escopeta
A;2549232;Carduelis chloris;22;6;1995;La Escribana;Coria del Rio;Sevilla;1;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2549232;Carduelis chloris;15;11;1995;El Manchon;Coria del Rio;Sevilla;3;2;J Camacho;;;;;;;;159;6;Cazada con red de tiro no se libera
A;2550981;Carduelis chloris;30;8;1994;El Alcornocal;Los Palacios;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2550981;Carduelis chloris;15;2;1995;Dos Hermanas;Dos Hermanas;Sevilla;2;0;T Alcantara;;;;;;;;169;11;Encotrado muerto
A;2913261;Carduelis chloris;28;8;2000;El Alcornocal;Los Palacios;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2913261;Carduelis chloris;10;10;2000;Manecorro PN Doñana;Almonte;Huelva;3;2;JL Arroyo;;;;;;;;44;50;control
A;2222455;Carduelis chloris;30;10;1988;Huerta La Libertad;Puebla del Rio;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2222455;Carduelis chloris;18;11;1988;La Pilarica;Puebla del Rio;Sevilla;3;2;M. Vazquez;;;;;;;;;5;control
A;2035331;Carduelis chloris;26;7;1987;Huerta Daniel;Puebla del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2035331;Carduelis chloris;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Particular;;;;;;;;;6;Cazada
A;2060269;Carduelis chloris;25;7;1987;Huerta Daniel;Puebla del Rio;Sevilla;6;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2060269;Carduelis chloris;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Particular;;;;;;;;;6;Cazada
A;2168030;Carduelis chloris;12;10;1987;Rio Viejo;Coria del Rio;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2168030;Carduelis chloris;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;Particular;;;;;;;;;4;Cazada
A;2168731;Carduelis chloris;28;8;1988;Arroyo Guadalbacar;Lora del Rio;Sevilla;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2168731;Carduelis chloris;21;10;1988;El Priorato;Lora del Rio;Sevilla;2;0;Particular;;;;;;;;;6;Cazada
A;2060024;Carduelis chloris;27;3;1987;La Cartuja;Sevilla;Sevilla;5;2;Vilches;;;;;;;;;;Anillamiento
C;2060024;Carduelis chloris;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;14;Cazada
A;2374154;Carduelis chloris;27;4;1995;La Escribana;Coria del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2374154;Carduelis chloris;15;8;1996;Coria del Rio;Coria del Rio;Sevilla;2;0;Particular;;;;;;;;;6;Encontrada sin volar no liberada
A;2898026;Carduelis chloris;23;5;2000;La Escribana;Coria del Rio;Sevilla;3;2;M. Vazquez;;;;;;;;;;Anillamiento
C;2898026;Carduelis chloris;15;10;2000;Coria del Rio;Coria del Rio;Sevilla;2;0;Particular;;;;;;;;136;6;Cazada
A;2672182;Carduelis chloris;15;12;1994;Sanlucar de Barrameda;Sanlucar de Barrameda;Cadiz;2;1;FAC;;;;;;;;;;Anillamiento suelta silvestrista
C;2672182;Carduelis chloris;26;2;1997;La Escribana;Coria del Rio;Sevilla;6;1;M. Vazquez;;;;;;;;;;control
A;2674603;Carduelis chloris;15;12;1994;Huelva;Huelva;Huelva;2;1;FAC;;;;;;;;;;Anillamiento suelta silvestrista
C;2674603;Carduelis chloris;10;3;1997;La Escribana;Coria del Rio;Sevilla;6;1;M. Vazquez;;;;;;;;;;control
A;2779769;Carduelis chloris;15;12;1996;Coria del Rio;Coria del Rio;Sevilla;2;0;FAC;;;;;;;;;;Anillamiento suelta silvestrista
C;2779769;Carduelis chloris;17;4;1997;La Estrella;Palomares del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;control
A;2779555;Carduelis chloris;20;3;1998;La Escribana;Coria del Rio;Sevilla;6;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2779555;Carduelis chloris;15;7;1998;Huerta El Rincon;Coria del Rio;Sevilla;6;1;J Camacho;;;;;;;;;4;control
A;176909;Carduelis cannabina;24;1;1988;El Monte;Los Palacios;Sevilla;2;2;J Ayala;;;;;;;;;;Anillamiento
C;176909;Carduelis cannabina;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;306;20;Cazada
A;176893;Carduelis cannabina;24;1;1988;El Monte;Los Palacios;Sevilla;2;2;J Ayala;;;;;;;;;;Anillamiento
C;176893;Carduelis cannabina;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;306;20;Cazada
A;176894;Carduelis cannabina;24;1;1988;El Monte;Los Palacios;Sevilla;2;2;J Ayala;;;;;;;;;;Anillamiento
C;176894;Carduelis cannabina;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;306;20;Cazada
A;403658;Carduelis cannabina;24;11;1991;Cantera del Duende;El Rubio;Sevilla;2;1;M. Vazquez;;;;;;;;;;Anillamiento
C;403658;Carduelis cannabina;17;1;1994;Carretera Osuna- El Rubio;El Rubio;Sevilla;2;0;E Gomez;;;;;;;;;1;Atropellado
A;207200;Carduelis cannabina;23;7;1989;Los Palacios;Los Palacios;Sevilla;4;0;GOSUR;;;;;;;;;;Anillamiento
C;207200;Carduelis cannabina;10;12;1989;Dos Hermanas;Dos Hermanas;Sevilla;4;0;M. Vazquez;;;;;;;;140;11;control
A;L375237;Carduelis cannabina;20;6;2000;La Escribana;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L375237;Carduelis cannabina;7;12;2003;La Lagunilla;Palomares del Rio;Sevilla;4;1;M. Vazquez;;;;;;;;1265;8;control
A;402522;Carduelis carduelis;15;10;1991;El Bolin RB Doñana;Almonte;Huelva;3;0;M. Pineda;;;;;;;;;;Anillamiento
C;402522;Carduelis carduelis;6;12;1994;El Chalet RB Doñana;Almonte;Huelva;4;0;M. Vazquez;;;;;;;;;1;control
A;180823;Carduelis carduelis;28;6;1987;Lora del Rio;Lora del Rio;Sevilla;3;0;G Atricapilla;;;;;;;;;;Anillamiento
C;180823;Carduelis carduelis;5;11;1987;Lora del Rio;Lora del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;127;1;Cazada
A;233016;Carduelis carduelis;17;7;1988;Huerta Daniel;Puebla del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;233016;Carduelis carduelis;25;10;1988;Los Olmasos;Puebla del Rio;Sevilla;3;0;Particular;;;;;;;;;4;Cazada
A;177103;Carduelis carduelis;22;8;1987;El Chotal;Baeza;Jaen;3;0;D. Lubian;;;;;;;;;;Anillamiento
C;177103;Carduelis carduelis;15;12;1987;Coria del Rio;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;113;242;Cazada
A;385141;Carduelis carduelis;21;7;1990;Jimena de la Frontera;Jimena de la Frontera;Cadiz;5;2;Milvus Goes;;;;;;;;;;Anillamiento
C;385141;Carduelis carduelis;21;12;1990;Sanlucar de Barrameda;Sanlucar de Barrameda;Cadiz;5;2;M. Vazquez;;;;;;;;150;86;control
A;208985;Emberiza schoeniclus;14;1;1989;La Mejorada;Puebla del Rio;Sevilla;4;2;GOSUR;;;;;;;;;;Anillamiento
C;208985;Emberiza schoeniclus;1;2;1989;Brazo del Este;Puebla del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;2;18;control
A;2212252;Emberiza schoeniclus;30;1;1988;La Mejorada;Puebla del Rio;Sevilla;6;2;GOSUR;;;;;;;;;;Anillamiento
C;2212252;Emberiza schoeniclus;25;1;1989;La Marmoleja;Puebla del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;10;361;control
A;2709757;Emberiza schoeniclus;18;11;1995;Rio Palmones;Algeciras;Cadiz;3;2;Milvus Goes;;;;;;;;;;Anillamiento
C;2709757;Emberiza schoeniclus;21;12;1995;Lucio Poco Abrigo;Puebla del Rio;Sevilla;2;2;M. Vazquez;;;;;;;;33;137;control
A;2222859;Emberiza schoeniclus;2;1;1989;Caño Navarro;Coria del Rio;Sevilla;3;2;J. Ayala;;;;;;;;;;Anillamiento
C;2222859;Emberiza schoeniclus;4;2;1990;La Marmoleja;Puebla del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;398;11;control
A;3062666;Glareola pratincola;6;7;1997;Brazo del Este;Puebla del Rio;Sevilla;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;3062666;Glareola pratincola;21;4;2002;Marjal del Moro;Sagunto ;Valencia;4;0;M. Yuste;;;;;;;;;;control
C;3062666;Glareola pratincola;15;5;2002;Marjal del Moro;Sagunto ;Valencia;4;0;M. Yuste;;;;;;;;;;control
A;N778513;Carduelis carduelis;6;10;2008;Noain;Valle de Elorz;Navarra;2;1;G Oilagorra;;;;;;;;;;Anillamiento
C;N778513;Carduelis carduelis;26;11;2008;La Pilarica;Puebla del Rio;Sevilla;2;1;M. Vazquez;;;;;;;;51;735;Mantenida en cautividad
A;2A191022;Passer hispaniolensis;15;2;2007;Laguna del Gobierno;Lantejuela;Sevilla;4;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2A191022;Passer hispaniolensis;20;7;2008;La Vegilla;Cordoba;Cordoba;4;1;G Epops;;;;;;;;521;72;control
A;L812960;Acrocephalus scirpaceus;20;8;2004;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L812960;Acrocephalus scirpaceus;16;6;2009;Brazo del Este;Puebla del Rio;Sevilla;4;2;GOSUR;;;;;;;;1761;18;control
A;N420621;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N420622;Acrocephalus scirpaceus;25;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;27;2;control
A;DR4070;Acrocephalus scirpaceus;15;7;2006;Coria del Rio;Coria del Rio;Sevilla;4;1;GOSUR;;;;;;;;;;Anillamiento
C;DR4070;Acrocephalus scirpaceus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;27;2;control
A;N420688;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N420688;Acrocephalus scirpaceus;18;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;20;2;control
A;N420680;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;4;2;GOSUR;;;;;;;;;;Anillamiento
C;N420680;Acrocephalus scirpaceus;23;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;25;2;control
A;N420676;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;4;1;GOSUR;;;;;;;;;;Anillamiento
C;N420676;Acrocephalus scirpaceus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;13;2;control
A;N420656;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N420656;Acrocephalus scirpaceus;25;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;27;2;control
A;N420621;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N420621;Acrocephalus scirpaceus;23;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;25;2;control
A;N420203;Acrocephalus scirpaceus;29;7;2006;Coria del Rio;Coria del Rio;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N420203;Acrocephalus scirpaceus;14;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;16;2;control
A;2A061616;Ploceus melanocephalus;14;5;2005;Brazo del Este;Puebla del Rio;Sevilla;4;0;GOSUR;;;;;;;;;;Anillamiento
C;2A061616;Ploceus melanocephalus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;2;M. Vazquez;;;;;;;;454;18;control
A;CC0455;Riparia riparia;26;8;2003;Las Minas;San Martin de la Vega;Madrid;3;0;GO Monticola;;;;;;;;;;Anillamiento
C;CC0455;Riparia riparia;31;8;2005;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;736;397;control
A;DD9331;Phylloscopus collybita;6;11;2005;Manecorro PN Doñana;Almonte;Huelva;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;DD9331;Phylloscopus collybita;16;11;2005;Dehesa de Abajo;Puebla del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;10;34;control
A;AK1380;Estrilda astrild;4;12;2008;Villamarta;Coria del Rio;Sevilla;3;0;J Ayala;;;;;;;;;;Anillamiento
C;AK1380;Estrilda astrild;15;2;2009;Curva del Conde;Coria del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;1;73;Capturada por buho o rapaz
A;AK1554;Phylloscopus collybita;1;11;2000;El Alamillo;Sevilla;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;AK1554;Phylloscopus collybita;21;12;2004;Vereda de las Mozas;Castro del Rio;Cordoba;4;0;Epops;;62;8.4;;;;;1511;137;control
A;N179001;Euplectes afer;5;10;2004;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N179001;Euplectes afer;23;7;2009;Brazo del Este;Puebla del Rio;Sevilla;4;2;J Ayala;;;;;;;;1752;18;control
A;N364057;Acrocephalus scirpaceus;25;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N364057;Acrocephalus scirpaceus;22;7;2009;Brazo del Este;Puebla del Rio;Sevilla;4;0;J Ayala;;;;;;;;1062;18;control
A;2359854;Passer domesticus;8;6;2003;Parque del Alamillo;Sevilla;Sevilla;3;2;GOSUR;;;;;;;;;;Anillamiento
C;2359854;Passer domesticus;11;5;2009;Sevilla;Sevilla;Sevilla;2;0;M. Vazquez;;;;;;;;2164;3;Encontrada solo anilla
A;N207196;Acrocephalus scirpaceus;31;8;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N207196;Acrocephalus scirpaceus;6;6;2009;Brazo del Este;Puebla del Rio;Sevilla;4;2;J Ayala;;;;;;;;1385;18;control
C;N207196;Acrocephalus scirpaceus;7;7;2009;Brazo del Este;Puebla del Rio;Sevilla;2;0;J Ayala;;;;;;;;1406;18;control
A;N354574;Acrocephalus scirpaceus;23;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N354574;Acrocephalus scirpaceus;7;6;2008;Los Pobres;Puebla del Rio;Sevilla;4;1;SEO Sevilla;0;65;;;;;;654;18;control
C;N354574;Acrocephalus scirpaceus;4;7;2008;Los Pobres;Puebla del Rio;Sevilla;4;1;SEO Sevilla;;65;;;;;;681;18;control
A;2549538;Sylvia atricapilla;7;12;1993;La Algaida;Sanlucar de Barrameda;Cadiz;3;1;M. Vazquez;;;;;;;;;;Anillamiento
C;2549538;Sylvia atricapilla;25;11;2001;Benalup de Sidonia;Benalup de Sidonia;Cadiz;4;0;Particular;;;;;;;;2910;51;control
A;L705695;Acrocephalus scirpaceus;11;7;2004;Cantaritas;Puebla del Rio;Sevilla;5;1;JL Arroyo;;;;;;;;;;Anillamiento
C;L705695;Acrocephalus scirpaceus;20;8;2004;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;40;18;control
A;L797279;Motacilla alba;21;11;2003;San Pablo;Sevilla;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L797279;Motacilla alba;22;12;2003;Torrebalnca de los Caños;Sevilla;Sevilla;3;0;Particular;;;;;;;;31;3;control
A;L797210;Motacilla alba;7;11;2003;San Pablo;Sevilla;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L797210;Motacilla alba;21;4;2008;Mairena del Alcor;Mairena del Alcor;Sevilla;2;0;Particular;;;;;;;;1627;23;Encontrado muerto
A;L174016;Sylvia atricapilla;2;11;1997;Manecorro PN Doñana;Almonte;Huelva;3;2;JL Arroyo;;;;;;;;;;Anillamiento
C;L174016;Sylvia atricapilla;29;1;2004;La Rocina PND;Almonte;Huelva;4;2;M. Vazquez;;;;;;;;2279;1;control
A;BU4525;Phylloscopus collybita;12;12;2002;El Rocio;Almonte;Huelva;4;1;R Rodriguez;;;;;;;;;;Anillamiento
C;BU4525;Phylloscopus collybita;12;1;2004;La Rocina PND;Almonte;Huelva;4;1;M. Vazquez;;;;;;;;396;1;control
