MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
A,5055319,Eurasian Jackdaw,Corvus monedula,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",28,10,2002,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0.0,CDP,,,,,,,,,,anillamiento,10/28/2002
C,5055319,Eurasian Jackdaw,Corvus monedula,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",15,4,2006,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0.0,M. Vazquez,,,,,,,,1265.0,6.0,control,04/15/2006
A,L262573,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,14,10,1999,La Marmoleja,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,10/14/1999
C,L262573,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,10,10,2001,Cantaritas,Puebla del Rio,Sevilla,4,2.0,JL Arroyo,,,,,,,,727.0,19.0,control,10/10/2001
A,L958478,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,12,7,2004,Laguna del Gobierno,La Lantejuela,Sevilla,3,2.0,M Vega,,,,,,,,,,anillamiento,07/12/2004
C,L958478,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,29,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,778.0,87.0,control,08/29/2006
A,N339474,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/11/2006
C,N339475,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,11,5,2007,Brazo del Este,Puebla del Rio,Sevilla,4,0.0,GOSUR,,,,,,,,273.0,18.0,control,05/11/2007
A,N317803,Savi's Warbler,Locustella luscinioides,Locustellidae (Grassbirds and Allies),Passeriformes,Grassbirds and Allies,2,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,08/02/2006
C,N317803,Savi's Warbler,Locustella luscinioides,Locustellidae (Grassbirds and Allies),Passeriformes,Grassbirds and Allies,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,26.0,18.0,control,08/28/2006
A,N365286,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,6,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,,,anillamiento,08/06/2006
C,N365286,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,5.0,18.0,control,08/11/2006
A,178269,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,16,9,1997,Castronuño,Castronuño,Valladolid,3,0.0,G Nycticorax,,,,,,,,,,anillamiento,09/16/1997
C,178269,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,10,1997,Laguna del Gobierno,La Lantejuela,Sevilla,2,0.0,M Vega,,,,,,,,32.0,450.0,muerto,10/18/1997
A,BS4548,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,27,5,2003,PNAE Roncaires,Castello D´Empuries,Girona,4,0.0,ICO,,,,,,,,,,anillamiento,05/27/2003
C,BS4548,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,4,9,2003,Veta La Palma,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,100.0,973.0,control,09/04/2003
A,CS0350,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,8,2005,Muro de los Pobres,Puebla del Rio,Sevilla,3,0.0,SEO Sevilla,1.0,62.0,,,,,,,,anillamiento,08/18/2005
C,CS0350,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,24,8,2005,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,0.0,62.0,9.7,,,,,6.0,18.0,control,08/24/2005
A,L358585,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,15,8,2001,Curva del Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/15/2001
C,L358585,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,15,7,2005,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,0.0,63.0,9.4,,,,,1430.0,35.0,control,07/15/2005
A,L467833,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,5,2001,Coria del Rio,Coria del Rio,Sevilla,4,2.0,Zamalla,,,,,,,,,,anillamiento,05/11/2001
C,L467833,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,5,8,2001,Utrera,Utrera,Sevilla,4,0.0,GOSUR,,,,,,,,86.0,29.0,control,08/05/2001
A,L705800,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,7,2004,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,07/18/2004
C,L705800,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,3.0,,,,,,,754.0,18.0,control,08/11/2006
A,L851416,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,24,7,2004,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/24/2004
C,L851416,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,27,4,2006,Manecorro PN Doñana,Almonte,Huelva,4,0.0,EBD,,,,,,,,642.0,47.0,control,04/27/2006
A,L937723,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,17,3,2004,Las Gallegas,Malaga,Malaga,4,0.0,SEO Malaga,,,,,,,,,,anillamiento,03/17/2004
C,L937723,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,26,8,2004,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,162.0,153.0,control,08/26/2004
A,N134977,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,24,7,2004,Puenteceso,A Coruña,A Coruña,4,2.0,GA Hercules,,,,,,,,,,anillamiento,07/24/2004
C,N134977,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,14,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,0.0,,,,,,,751.0,708.0,control,08/14/2006
A,N180430,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,08/11/2005
C,N180430,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,6.0,,,,,,,365.0,18.0,control,08/11/2006
A,N206574,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/29/2005
C,N206574,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,13.0,18.0,control,08/11/2005
A,N206635,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/29/2005
C,N206635,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,8,8,2005,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,10.0,18.0,control,08/08/2005
A,N206647,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/29/2005
C,N206647,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,5,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,7.0,18.0,control,08/05/2005
A,N206648,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/29/2005
C,N206648,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,16,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,18.0,18.0,control,08/16/2005
A,N207313,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,7,9,2005,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,09/07/2005
C,N207313,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,338.0,18.0,control,08/11/2006
A,N246713,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,25,9,2005,Parque del Alamillo,Sevilla,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/25/2005
C,N246713,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,332.0,18.0,control,08/23/2006
A,N294592,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,21,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,08/21/2005
C,N294592,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,1.0,,,,,,,367.0,18.0,control,08/23/2006
A,N317999,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,3,8,2006,Cantaritas,Puebla del Rio,Sevilla,5,2.0,JL Arroyo,,,,,,,,,,anillamiento,08/03/2006
C,N317999,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,4.0,,,,,,,15.0,18.0,control,08/18/2006
A,N353540,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,5,2006,Veta La Palma,Puebla del Rio,Sevilla,5,0.0,O. Gonzalez,,,,,,,,,,anillamiento,05/23/2006
C,N353540,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,5.0,,,,,,,80.0,18.0,control,08/11/2006
A,,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Arguedas,Arguedas,Navarra,4,0.0,A. Munilla,1.0,65.0,10.3,,,,,,,anillamiento,07/29/2006
C,N359550,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,20.0,669.0,control,08/18/2006
A,N364189,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/28/2006
C,N364189,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,5,2007,Desembocadura Rio Guadiaro,San Roque,Cadiz,4,0.0,Milvus Goes,1.0,63.5,10.7,,,,,263.0,130.0,control,05/18/2007
A,N491140,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,20,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,08/20/2006
C,N491140,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,2.0,,,,,,,8.0,18.0,control,08/28/2006
A,2811751,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,6,8,2000,Marismas del Odiel,Huelva,Huelva,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/06/2000
C,2811751,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,4,2002,Laguna del Gobierno,La Lantejuela,Sevilla,4,0.0,M. Vazquez,,,,,,,,630.0,151.0,control,04/28/2002
A,2A058868,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,10,5,2004,Laguna de Medina,Jerez de la Frontera,Cadiz,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,05/10/2004
C,2A058868,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,3,7,2005,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,446.0,67.0,control,07/03/2005
C,2A058868,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,2,6,2006,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,814.0,67.0,control,06/02/2006
A,2A058870,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,10,5,2004,Laguna de Medina,Jerez de la Frontera,Cadiz,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,05/10/2004
C,2A058870,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,25,7,2004,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,76.0,67.0,control,07/25/2004
A,V005567,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,6,1998,Curva del Convento,Las Cabezas de San Juan,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,06/28/1998
C,V005567,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2005,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,7.0,90.0,38.0,,,,,2601.0,35.0,control,08/11/2005
A,V023269,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,8,1999,La Quintanilla,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/28/1999
C,V023269,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,26,8,2004,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,1825.0,35.0,control,08/26/2004
A,L282059,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,1,4,1999,Finca El Coto,Utrera,Sevilla,5,1.0,GOSUR,,,,,,,,,,anillamiento,04/01/1999
C,L282059,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,1,12,1999,El Cuervo,Lebrija,Sevilla,2,0.0,M. Vazquez,,,,,,,,244.0,28.0,muerto,12/01/1999
A,2220251,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,31,10,1987,Arroyo San Antonio,Utrera,Sevilla,4,2.0,J Ayala,1.0,74.0,,,,,,,,anillamiento,10/31/1987
C,2220251,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,24,1,1988,Dehesa Carchena,Coria del Rio,Sevilla,6,2.0,M. Vazquez,3.0,,,,,,,,,control,01/24/1988
A,2222247,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,27,3,1988,Arroyo Tarazona,Carmona,Sevilla,5,1.0,J Lopez,,,,,,,,,,anillamiento,03/27/1988
C,2222247,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,14,3,1989,La Estrella,Palomares del Rio,Sevilla,7,1.0,M. Vazquez,3.0,,,,,,,,,control,03/14/1989
A,2286334,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,11,11,1991,Castellar de la Frontera,Castellar de la Frontera,Cadiz,4,0.0,EBD,,,,,,,,,,anillamiento,11/11/1991
C,2286334,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,24,11,1991,Cantera del Duende,El Rubio,Sevilla,4,0.0,M. Vazquez,,,,,,,,13.0,120.0,control,11/24/1991
A,2374743,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,27,12,1992,Arroyo Gascon,Marchena,Sevilla,2,1.0,LEO BIAGGI,,,,,,,,,,anillamiento,12/27/1992
C,2374743,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,25,3,1994,Casilla Juan de Pico,La Lantejuela,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,,muerto,03/25/1994
A,2890128,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,15,3,2000,Borbollon Auta,Riogordo,Malaga,5,1.0,G Luscinia,,,,,,,,,,anillamiento,03/15/2000
C,2890128,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,5,11,2000,Lora del Rio,Lora del Rio,Sevilla,5,1.0,Zamalla,,,,,,,,235.0,126.0,control,11/05/2000
A,2221572,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,8,5,1988,Los Palacios,Los Palacios,Sevilla,4,0.0,J Ayala,,,,,,,,,,anillamiento,05/08/1988
C,2221572,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,4,6,1992,El Alcornocal,Los Palacios,Sevilla,8,1.0,M. Vazquez,,,,,,,,,1.0,control,06/04/1992
A,2221580,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,2,6,1988,Los Palacios,Los Palacios,Sevilla,4,1.0,J Ayala,,,,,,,,,,anillamiento,06/02/1988
C,2221580,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,30,6,1992,El Alcornocal,Los Palacios,Sevilla,8,1.0,M. Vazquez,,,,,,,,,1.0,control,06/30/1992
A,2275399,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,20,6,1990,Los Palacios,Los Palacios,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,06/20/1990
C,2275399,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,13,8,1992,El Alcornocal,Los Palacios,Sevilla,7,1.0,M. Vazquez,,,,,,,,,2.0,control,08/13/1992
A,2358316,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,26,8,1990,Los Palacios,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/26/1990
C,2358316,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,9,8,1999,El Alcornocal,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,3270.0,2.0,control,08/09/1999
A,2358962,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,22,8,1993,Rio Lora,Los Palacios,Sevilla,4,2.0,GOSUR,,,,,,,,,,anillamiento,08/22/1993
C,2358962,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,14,6,1996,El Alcornocal,Los Palacios,Sevilla,4,2.0,M. Vazquez,,,,,,,,1027.0,3.0,control,06/14/1996
A,2359053,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,6,7,1994,Los Palacios,Los Palacios,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,07/06/1994
C,2359053,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,21,6,1995,El Alcornocal,Los Palacios,Sevilla,5,0.0,M. Vazquez,,,,,,,,350.0,2.0,control,06/21/1995
A,2359322,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/25/1996
C,2359322,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,4.0,2.0,control,08/28/1996
A,2359323,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/25/1996
C,2359323,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,4.0,2.0,control,08/28/1996
A,2359333,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/25/1996
C,2359333,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,4.0,2.0,control,08/28/1996
A,2359336,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/25/1996
C,2359336,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,4.0,2.0,control,08/28/1996
