"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"C","9226992","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,1,1988,"Puebla del Rio, Sevilla","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,566,2498,"muerto","01/15/1988",37.2694065,-6.063133
"A","9232310","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",12,6,1988,"Borringesjon, Malmohus","Suecia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/12/1988",55.4758926,13.3099815
"C","9232310","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,11,1988,"Cantaritas, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,153,2501,"muerto","11/15/1988",37.2694065,-6.063133
"A","9232322","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",12,6,1988,"Borringesjon, Malmohus","Suecia","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/12/1988",55.4758926,13.3099815
"C","9232322","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,11,1988,"Cantaritas, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,153,2501,"muerto","11/15/1988",37.2694065,-6.063133
"A","9233072","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",18,6,1989,"Sverigen, M Skame, Malmohus","Suecia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/18/1989",55.9902572,13.5957692
"C","9233072","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",17,12,1989,"Sanlucar de Barrameda, Cadiz","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","12/17/1989",36.7725774,-6.3529689
"A","9803229","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",19,6,1970,"Sverigen, Gotland Rone, Ytterholme","Suecia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/19/1970",57.1255259,18.5019808
"C","9803229","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,1,1981,"Aznalcazar, Sevilla","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","01/15/1981",37.3047112,-6.2495425
"A","9804702","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",17,7,1983,"Sverigen, D´Soder, Mohlland","Suecia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/17/1983",60.128161,18.643501
"C","9804702","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,1,1987,"Marisma de Hinojos, Hinojos, Huelva","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","01/15/1987",37.0666667,-6.4166667
"A","XEA","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",4,6,1989,"Borringesjon, Malmohus","Suecia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/04/1989",55.4758926,13.3099815
"C","XEA","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,12,1989,"Sanlucar de Barrameda, Cadiz","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","12/15/1989",36.7725774,-6.3529689
"A","CA38659","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",6,5,1978,"Lac de Grand Lieu, Loire Atlantique","España","3",0,"MMP et L Marion",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/06/1978",47.0952956,-1.6592627
"C","CA38659","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",1,2,1981,"Lucio del cangrejo, Aznalcazar, Sevilla","Francia","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","02/01/1981",37.3058343,-6.2412518
"A","B26502","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",14,5,1988,"Branna, Jjndrichov Hradec, Ceske Budejovice","Checoslovaquia","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/14/1988",48.9756578,14.480255
"C","B26502","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",15,9,1988,"Lebrija, Sevilla","España","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,121,2157,"muerto","09/15/1988",36.9197889,-6.0758624
"A","231722","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",22,5,1988,"Koerkwitz, Ribnitz, Damgarten Rostock","Alemania","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/22/1988",54.2540176,12.3859116
"C","231722","Gray Heron","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",30,9,1988,"Caño del Cherri, Aznalcar, Sevilla","España","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/30/1988",37.3047112,-6.2495425
"A","M10463","Cattle Egret","Bubulcus ibis","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",25,5,1993,"Castro Marin, Algarve","Portugal","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/25/1993",37.2179422,-7.4423339
"C","M10463","Cattle Egret","Bubulcus ibis","Ardeidae (Herons, Egrets, and Bitterns)","Pelecaniformes","Herons, Ibis, and Allies",30,8,1993,"Coria del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,95,122,"muerto","08/30/1993",37.2882628,-6.0533598
"A","2220036","Common Ringed Plover","Charadrius hiaticula","Charadriidae (Plovers and Lapwings)","Charadriiformes","Shorebirds",26,9,1988,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/26/1988",37.2694065,-6.063133
"C","2220036","Common Ringed Plover","Charadrius hiaticula","Charadriidae (Plovers and Lapwings)","Charadriiformes","Shorebirds",27,7,1993,"Hable D´ Ault, Somme","Francia","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1765,1554,"muerto","07/27/1993",50.1505716,1.4766277
"A","M5758","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",2,6,2004,"Muizen, Antwerpen, Amberes","Belgica","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/02/2004",51.2213404,4.4051485
"C","M5758","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",15,8,2006,"Puerto Real, cadiz","España","7",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,804,1820,"muerto","08/15/2006",36.5316485,-6.1831947
"A","9015741","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",20,9,1994,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/20/1994",37.2385346,-6.129244
"C","9015741","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",20,5,2004,"Wahlwies,Sudbaden, Friburgo","Alemania","A",0,"Vogelwarte Radolfzell",NA,NA,NA,NA,NA,NA,NA,3530,1714,"muerto","05/20/2004",47.8167599,8.9666809
"A","P9486","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",8,6,2004,"La Gripperie-Saint-Symphorien, Charente Maritime","Francia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/08/2004",45.800274,-0.951306
"C","P9486","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",15,1,2006,"Chiclana de la Frontera, Cadiz","España","7",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,586,1136,"muerto","01/15/2006",36.4165052,-6.1461102
"A","7300","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",16,6,2005,"Ommen, Varsen, Overijssel","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/16/2005",52.5202856,6.3837988
"C","7300","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",15,1,2006,"Chiclana de la Frontera, Cadiz","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,213,2047,"muerto","01/15/2006",36.4165052,-6.1461102
"A","B694","Black Stork","Ciconia nigra","Ciconiidae (Storks)","Ciconiiformes","Storks",16,6,1997,"Ettelbruck, Luxemburgo","Belgica","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/16/1997",49.8442568,6.0984783
"C","B694","Black Stork","Ciconia nigra","Ciconiidae (Storks)","Ciconiiformes","Storks",20,9,1997,"Marchena, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,101,1666,"muerto","09/20/1997",37.3271048,-5.4162096
"A","4030553","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",21,9,1990,"Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/21/1990",37.2694065,-6.063133
"C","4030553","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",10,5,1994,"Craintilleux, Sury le Comtal, Loire","Francia","6",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1327,1252,"muerto","05/10/1994",45.583538,4.235228
"A","WA02567","Great Cormorant","Phalacrocorax carbo","Phalacrocoracidae (Cormorants and Shags)","Suliformes","Cormorants and Anhingas",7,12,1989,"Rez Slonsk , Gorzow Wielkopolski","Polonia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/07/1989",52.7325285,15.2369305
"C","WA02567","Great Cormorant","Phalacrocorax carbo","Phalacrocoracidae (Cormorants and Shags)","Suliformes","Cormorants and Anhingas",15,12,1994,"Puebla del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1648,2365,"muerto","12/15/1994",37.2694065,-6.063133
"A","AZHP","American Flamingo","Phoenicopterus ruber","Phoenicopteridae (Flamingos)","Phoenicopteriformes","Flamingos",9,8,1989,"Etang du Fangasier, Camargue","Francia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/09/1989",43.4216348,4.6269572
"C","AZHP","American Flamingo","Phoenicopterus ruber","Phoenicopteridae (Flamingos)","Phoenicopteriformes","Flamingos",5,10,1989,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","10/05/1989",37.2694065,-6.063133
"A","AHT","American Flamingo","Phoenicopterus ruber","Phoenicopteridae (Flamingos)","Phoenicopteriformes","Flamingos",20,7,1977,"Etang du Fangasier, Camargue","Francia","1",0,"Tour de Valat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/20/1977",43.4216348,4.6269572
"C","AHT","American Flamingo","Phoenicopterus ruber","Phoenicopteridae (Flamingos)","Phoenicopteriformes","Flamingos",15,12,1989,"Puebla del Rio, Sevilla","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","12/15/1989",37.2694065,-6.063133
"A","G20922","Eurasian Spoonbill","Platalea leucorodia","Threskiornithidae (Ibises and Spoonbills)","Pelecaniformes","Herons, Ibis, and Allies",19,4,2000,"Bahia de Cadiz, Cadiz","España","1",0,"EBD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","04/19/2000",36.4101251,-6.1102943
"C","G20922","Eurasian Spoonbill","Platalea leucorodia","Threskiornithidae (Ibises and Spoonbills)","Pelecaniformes","Herons, Ibis, and Allies",13,1,2001,"Kaedi","Mauritania","3",0,"Particular",NA,NA,NA,NA,NA,NA,NA,269,2366,"control","01/13/2001",16.1535575,-13.5032081
"A","8028567","Eurasian Spoonbill","Platalea leucorodia","Threskiornithidae (Ibises and Spoonbills)","Pelecaniformes","Herons, Ibis, and Allies",24,5,1974,"Naar Dermeer, Noor Holland","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/24/1974",52.2919771,5.1423999
"C","8028567","Eurasian Spoonbill","Platalea leucorodia","Threskiornithidae (Ibises and Spoonbills)","Pelecaniformes","Herons, Ibis, and Allies",21,2,1976,"Puebla del Rio, Sevilla","España","7",0,"Particular",NA,NA,NA,NA,NA,NA,NA,417,NA,"muerto","02/21/1976",37.2694065,-6.063133
"A","F11033","Northern Gannet","Morus bassanus","Sulidae (Boobies and Gannets)","Suliformes","Frigatebirds, Boobies, and Gannets",10,6,1989,"Les Etacs, Aderney, Islasa del canal","Gran Bretaña","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/10/1989",49.7044444,-2.2397222
"C","F11033","Northern Gannet","Morus bassanus","Sulidae (Boobies and Gannets)","Suliformes","Frigatebirds, Boobies, and Gannets",26,8,1989,"La Redondela, Lepe, Huelva","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,77,1439,"control","08/26/1989",37.2217067,-7.2713551
"A","BJ80830","Mallard","Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",25,7,1987,"Hollebley, Suffolr","Gran Bretaña","6",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/25/1987",52.047753,1.4298709
"C","BJ80830","Mallard","Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",22,10,1989,"Puebla del Rio, Sevilla","España","10",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,817,1786,"muerto","10/22/1989",37.2694065,-6.063133
"A","6004206","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",14,7,1985,"Lucio Redondo PND, Aznalcazar, Sevilla","España","1",2,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/14/1985",36.9589788,-6.3126388
"C","6004206","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",17,10,1986,"Baie Des Veys, Manche","Francia","5",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,458,1429,"muerto","10/17/1986",49.114712,-1.3115949
"A","E642","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",24,6,1980,"Kolmenasva, Matsalu State Nature Reserva","Estonia","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/24/1980",58.7562217,23.4827605
"C","E642","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",7,1,1981,"Sanlucar de Barrameda, Cadiz","España","6",2,"Particular",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","01/07/1981",36.7725774,-6.3529689
"A","6022917","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",21,2,1991,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","3",2,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","02/21/1991",37.2385346,-6.129244
"C","6022917","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",28,2,1991,"Vic La Gardiole, Herault","Francia","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,7,1084,"muerto","02/28/1991",43.490423,3.797599
"A","FT82578","Green-winged Teal","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",17,10,1985,"Marquenterre, Somme","Francia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/17/1985",50.2635031,1.5855325
"C","FT82578","Green-winged Teal","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,8,1986,"Lucio del Cangrejo, Aznalcazar, Sevilla","España","5",0,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,303,1581,"muerto","08/15/1986",37.3058343,-6.2412518
"A","7006944","Northern Pintail","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",2,12,1987,"La Fao, Aznalczar, Sevilla","España","4",1,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/02/1987",37.3047112,-6.2495425
"C","7006944","Northern Pintail","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",4,1,1993,"Salenelles , Seine-Maritime","Francia","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","01/04/1993",49.6054187,0.9748439
"A","7006946","Northern Pintail","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",2,12,1987,"Aznalcazar, Sevilla","España","3",1,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/02/1987",37.3047112,-6.2495425
"C","7006946","Northern Pintail","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",18,1,1989,"Etang de L´Or, Herault","Francia","7",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,416,1136,"muerto","01/18/1989",43.5791813,4.0159135
"A","5006669","Green-winged Teal","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",28,10,1986,"RB Doñana, Almonte, Huelva","España","3",1,"P. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/28/1986",37.0427289,-6.4344467
"C","5006669","Green-winged Teal","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",3,5,1988,"BTW Ektrask and Stenbbchen, Vasterbotten","Suecia","7",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","05/03/1988",65.3337311,16.5161695
"A","4048785","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",22,6,1970,"Groot Schermer, Noor-Holland","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/22/1970",52.5821507,4.849897
"C","4048785","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",18,6,2001,"Antequera, Malaga","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,11319,1879,"muerto","06/18/2001",37.020001,-4.5593676
"A","6015852","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,10,1986,"RB Doñana, Almonte, Huelva","España","3",1,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/15/1986",37.0427289,-6.4344467
"C","6015852","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",20,10,1987,"Bykhov, Mogilev","Rusia","5",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,370,3347,"muerto","10/20/1987",53.5179514,30.2402858
"A","6015863","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",10,15,1986,"RB Doñana, Almonte, Huelva","España","2",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","",37.0427289,-6.4344467
"C","6015863","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",25,9,1987,"Oostvaa Dersdijk, Ijsselmeer Polders","Holanda","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","09/25/1987",52.4573307,5.4194467
"A","6017905","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",7,10,1987,"Aznalcazar, Sevilla","España","3",2,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/07/1987",37.3047112,-6.2495425
"C","6017905","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",4,10,1989,"Donges, Loire Atlantique","Francia","7",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,727,1164,"muerto","10/04/1989",47.318789,-2.074694
"A","5007759","Marbled Teal","Marmaronetta angustirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",2,10,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","4",2,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/02/1990",37.2385346,-6.129244
"C","5007759","Marbled Teal","Marmaronetta angustirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",6,9,1992,"Chalamont Ain","Francia","8",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,705,1343,"muerto","09/06/1992",45.996513,5.172362
"A","7009002","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",11,7,1985,"Lucio del Buen Tiro PND, Aznalcazar, Sevilla","España","1",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/11/1985",36.9409481,-6.3182874
"C","7009002","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",1,5,1986,"Vologda O Kubenskoye, Vologda","Rusia","5",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,295,3627,"muerto","05/01/1986",59.2180665,39.8978052
"A","7009045","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",14,7,1985,"Lucio del Rinconcillo PND, Almonte, Huelva","España","1",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/14/1985",36.9455244,-6.3265951
"C","7009045","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",26,9,1986,"Lonnerup, Fjord, Jylland","Dinamarca","5",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,437,2482,"muerto","09/26/1986",57.0000799,8.8154722
"A","7009058","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",26,7,1985,"Las Nuevas PND, Aznalcazar, Sevilla","España","1",1,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/26/1985",37.3047112,-6.2495425
"C","7009058","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",30,9,1989,"Arthun, Loire","Francia","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1524,1271,"muerto","09/30/1989",45.774042,4.030817
"A","7009062","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",26,7,1985,"PN Doñana, Almonte, Huelva","España","3",1,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/26/1985",37.0427289,-6.4344467
"C","7009062","Common Pochard","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",9,10,1988,"El Kelaa, Dessaraghna","Marruecos","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1168,535,"muerto","10/09/1988",32.0550961,-7.4002872
"A","CA23796","Common Shelduck","Tadorna tadorna","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",2,7,1980,"Aigues Mortes, Gard","Francia","1",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/02/1980",43.567172,4.1925869
"C","CA23796","Common Shelduck","Tadorna tadorna","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",15,12,1980,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz","España","3",0,"Cazador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","12/15/1980",36.8758425,-6.3435859
"A","CA24140","Common Shelduck","Tadorna tadorna","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",12,7,1980,"Salin de Giraud, Bouches du Rhone","Francia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/12/1980",43.410459,4.732263
"C","CA24140","Common Shelduck","Tadorna tadorna","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",1,3,1981,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz","España","5",2,"Cazador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","03/01/1981",36.8758425,-6.3435859
"A","3141108","Eurasian Sparrowhawk","Accipiter nisus","Accipitridae (Hawks, Eagles, and Kites)","Accipitriformes","Vultures, Hawks, and Allies",9,10,1981,"Schiermonnikoog, Schiermonnikoog","Holanda","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/09/1981",53.4893743,6.2309111
"C","3141108","Eurasian Sparrowhawk","Accipiter nisus","Accipitridae (Hawks, Eagles, and Kites)","Accipitriformes","Vultures, Hawks, and Allies",15,10,2000,"Marismas del Odiel, Huelva","España","A",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,6946,2067,"muerto","10/15/2000",37.2088292,-6.9672824
"A","EA022390","Red Kite","Milvus milvus","Accipitridae (Hawks, Eagles, and Kites)","Accipitriformes","Vultures, Hawks, and Allies",7,6,1990,"Aspaach, Gotha Erfurt","Alemania","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/07/1990",50.9847679,11.0298799
"C","EA022390","Red Kite","Milvus milvus","Accipitridae (Hawks, Eagles, and Kites)","Accipitriformes","Vultures, Hawks, and Allies",10,1,1992,"La lantejuela, Sevilla","España","7",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,583,1968,"muerto","01/10/1992",37.3544458,-5.2227526
