MODO,METAL,ESPECIE,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple
A,7067180,Plegadis falcinellus,19,6,2003,La Fao PND,Aznalcazar,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,2003-06-19,anillamiento
C,7067180,Plegadis falcinellus,5,5,2005,Trebujena,Trebujena,Cadiz,7,0,M. Vazquez,686,24,Cazada escopeta solo anilla,2005-05-05,muerto
A,9038650,Ciconia ciconia,10,8,2004,CF Vallcalent,Lleida,Lleida,3,0,ICO,NA,NA,Anillamiento,2004-08-10,anillamiento
C,9038650,Ciconia ciconia,15,2,2005,Trebujena,Trebujena,Cadiz,5,0,M. Vazquez,189,788,control,2005-02-15,control
A,9025091,Ciconia ciconia,21,7,2006,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2006-07-21,anillamiento
C,9025091,Ciconia ciconia,15,11,2006,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,3,0,EBD,187,82,Colision con tendido electrico,2006-11-15,muerto
A,8002503,Milvus migrans,12,6,2006,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,2006-06-12,anillamiento
C,8002503,Milvus migrans,25,6,2008,La Cascajera,Coria del Rio,Sevilla,3,0,GOSUR,744,22,Colision con tendido electrico,2008-06-25,muerto
A,7059614,Milvus migrans,5,6,2000,PN Doñana,Almonte,Huelva,1,0,FG Vilches,NA,NA,Anillamiento,2000-06-05,anillamiento
C,7059614,Milvus migrans,22,6,2000,Coria del Rio,Coria del Rio,Sevilla,3,0,M. Vazquez,17,54,Encontrado herido y  liberado,2000-06-22,control
A,7037233,Milvus migrans,12,6,1996,PN Doñana,Almonte,Huelva,1,0,FG Vilches,NA,NA,Anillamiento,1996-06-12,anillamiento
C,7037233,Milvus migrans,15,12,2004,Trebujena,Trebujena,Cadiz,A,0,M. Vazquez,3108,24,Cazada escopeta,2004-12-15,muerto
A,7095082,Buteo buteo,21,5,2007,RB Doñana,Almonte,Huelva,1,0,MM,NA,NA,Anillamiento,2007-05-21,anillamiento
C,7095082,Buteo buteo,2,1,2008,Entremuros,Aznalcazar,Sevilla,5,0,M. Vazquez,226,28,control,2008-01-02,control
A,7036561,Porphyrio porphyrio,21,2,2000,Veta La Palma,Puebla del Rio,Sevilla,6,1,L. Garcia,NA,NA,Anillamiento,2000-02-21,anillamiento
C,7036561,Porphyrio porphyrio,5,5,2005,Trebujena,Trebujena,Cadiz,A,0,M. Vazquez,1900,26,Cazada escopeta solo anilla,2005-05-05,muerto
A,4058404,Larus ridibundus,3,12,1994,Colmenar Viejo,Colmenar Viejo,Madrid,4,2,EMA,NA,NA,Anillamiento,1994-12-03,anillamiento
C,4058404,Larus ridibundus,15,11,2002,Trebujena,Trebujena,Cadiz,2,0,M. Vazquez,2904,472,Cazada escopeta,2002-11-15,muerto
A,5059612,Larus genei,22,7,1998,Veta La Palma,Puebla del Rio,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1998-07-22,anillamiento
C,5059612,Larus genei,15,11,2003,Trebujena,Trebujena,Cadiz,A,0,M. Vazquez,1942,26,Cazada escopeta,2003-11-15,muerto
A,7029236,Anas platyrhynchos,29,7,1990,PN Doñana,Almonte,Huelva,3,1,L. Garcia,NA,NA,Anillamiento,1990-07-29,anillamiento
C,7029236,Anas platyrhynchos,15,6,2005,Trebujena,Trebujena,Cadiz,A,0,M. Vazquez,5435,24,Cazada escopeta,2005-06-15,muerto
A,4110470,Gelochelidon nilotica,30,6,2004,PN Doñana,Aznalcazar,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,2004-06-30,anillamiento
C,4110470,Gelochelidon nilotica,8,10,2004,Trebujena,Trebujena,Cadiz,3,0,M. Vazquez,100,27,Enredada en red para proteger frutales y piscifactorias,2004-10-08,muerto
A,5072455,Recurvirostra avosetta,27,6,2002,Veta La Palma,Puebla del Rio,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,2002-06-27,anillamiento
C,5072455,Recurvirostra avosetta,15,11,2008,Huelva,Huelva,Huelva,A,0,M. Vazquez,2333,70,Encontrado muerto,2008-11-15,muerto
A,6050376,Egretta garcetta,7,7,1989,Corta de la Isleta,Puebla del Rio,Sevilla,1,0,Catedra de Vertebrados,NA,NA,Anillamiento,1989-07-07,anillamiento
C,6050376,Egretta garcetta,20,8,1991,Puebla del Rio,Puebla del Rio,Sevilla,2,0,LEO BIAGGI,733,1,Encontrado muerto,1991-08-20,muerto
A,7015867,Anas platyrhynchos,23,6,1986,Caño Cardales PND,Aznalcazar,Sevilla,1,2,A. Herrera,NA,NA,Anillamiento,1986-06-23,anillamiento
C,7015867,Anas platyrhynchos,26,9,1987,Lucio del Italiano,Puebla del Rio,Sevilla,5,2,LEO BIAGGI,NA,NA,Encontrado enfermo y  liberado,1987-09-26,control
A,7021718,Anas platyrhynchos,29,7,1988,El Desierto PND,Aznalcazar,Sevilla,6,2,A. Herrera,NA,NA,Anillamiento,1988-07-29,anillamiento
C,7021718,Anas platyrhynchos,30,7,1989,Lucio de las Gavetas,Puebla del Rio,Sevilla,6,2,LEO BIAGGI,NA,NA,Encontrado enfermo y  liberado,1989-07-30,control
A,7017911,Fulica atra,20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,4,0,F. Ibañez,NA,NA,Anillamiento,1987-06-20,anillamiento
C,7017911,Fulica atra,10,8,1987,Laguna Salada,Puerto de Santa Maria,Cadiz,4,0,LEO BIAGGI,NA,NA,Encontrado enfermo y  liberado,1987-08-10,control
A,R81870,Riparia riparia,21,7,1986,Cabanillas,Cabanillas,Navarra,3,0,Kaskabelza,NA,NA,Anillamiento,1986-07-21,anillamiento
C,R81870,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,7,0,M. Vazquez,615,720,control,1988-03-27,control
A,110733,Riparia riparia,16,4,1987,Guillena,Guillena,Sevilla,4,2,R. Carmona,NA,NA,Anillamiento,1987-04-16,anillamiento
C,110733,Riparia riparia,31,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0,M. Vazquez,NA,NA,control,1988-03-31,control
A,116442,Riparia riparia,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1987-03-21,anillamiento
C,116442,Riparia riparia,31,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0,M. Vazquez,NA,NA,control,1988-03-31,control
A,117348,Riparia riparia,10,5,1987,Brazo de la Torre,Puebla del Rio,Sevilla,3,NA,G Phillo,NA,NA,Anillamiento,1987-05-10,anillamiento
C,117348,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,5,2,M. Vazquez,NA,NA,control,1988-03-27,control
A,157918,Riparia riparia,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6,2,GOSUR,NA,NA,Anillamiento,1987-05-10,anillamiento
C,157918,Riparia riparia,31,3,1988,La Isleta,Puebla del Rio,Sevilla,8,2,M. Vazquez,NA,NA,control,1988-03-31,control
A,157982,Riparia riparia,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6,2,GOSUR,NA,NA,Anillamiento,1987-05-10,anillamiento
C,157982,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,8,2,M. Vazquez,NA,NA,control,1988-03-27,control
A,175052,Riparia riparia,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1987-03-21,anillamiento
C,175052,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0,M. Vazquez,NA,20,control,1988-03-27,control
A,175183,Riparia riparia,10,4,1987,Corta de la Cartuja,Sevilla,Sevilla,4,1,FG Vilches,NA,NA,Anillamiento,1987-04-10,anillamiento
C,175183,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,6,1,M. Vazquez,NA,20,control,1988-05-15,control
A,176527,Riparia riparia,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,4,2,FG Vilches,NA,NA,Anillamiento,1987-05-26,anillamiento
C,176527,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,6,2,M. Vazquez,NA,20,control,1988-05-15,control
A,176565,Riparia riparia,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,3,0,FG Vilches,NA,NA,Anillamiento,1987-05-26,anillamiento
C,176565,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,5,2,M. Vazquez,NA,20,control,1988-05-15,control
A,176594,Riparia riparia,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,4,1,FG Vilches,NA,NA,Anillamiento,1987-05-26,anillamiento
C,176594,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0,M. Vazquez,NA,20,control,1988-03-27,control
A,193513,Riparia riparia,14,4,1987,Guillena,Guillena,Sevilla,2,0,R. Carmona,NA,NA,Anillamiento,1987-04-14,anillamiento
C,193513,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,control,1988-03-27,control
C,193513,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,control,1988-05-15,control
A,193541,Riparia riparia,14,4,1987,Guillena,Guillena,Sevilla,4,0,R. Carmona,NA,NA,Anillamiento,1987-04-14,anillamiento
C,193541,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,6,1,M. Vazquez,NA,NA,control,1988-05-15,control
A,205944,Riparia riparia,9,4,1988,Alcolea del Rio,Alcolea del Rio,Sevilla,4,2,R. Carmona,NA,NA,Anillamiento,1988-04-09,anillamiento
C,205944,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,4,2,M. Vazquez,NA,NA,control,1988-05-15,control
A,229450,Riparia riparia,24,3,1988,Corta de la Cartuja,Sevilla,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1988-03-24,anillamiento
C,229450,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,4,1,M. Vazquez,NA,20,control,1988-05-15,control
A,229775,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,1988-03-27,anillamiento
C,229775,Riparia riparia,15,3,1988,San Jeronimo,Sevilla,Sevilla,4,2,FG Vilches,NA,25,control,1988-03-15,control
A,230029,Riparia riparia,31,3,1988,La Isleta,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,1988-03-31,anillamiento
C,230029,Riparia riparia,13,5,1988,San Jeronimo,Sevilla,Sevilla,4,2,FG Vilches,NA,25,control,1988-05-13,control
A,233153,Riparia riparia,17,3,1988,Guillena,Guillena,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1988-03-17,anillamiento
C,233153,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,4,2,M. Vazquez,NA,35,control,1988-03-27,control
A,233445,Riparia riparia,19,3,1988,Garvera del Naranjal,Torre La Reina,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1988-03-19,anillamiento
C,233445,Riparia riparia,15,5,1988,La Isleta,Puebla del Rio,Sevilla,4,1,M. Vazquez,NA,NA,control,1988-05-15,control
A,233469,Riparia riparia,19,3,1988,Garvera del Naranjal,Torre La Reina,Sevilla,4,0,FG Vilches,NA,NA,Anillamiento,1988-03-19,anillamiento
C,233469,Riparia riparia,27,3,1988,La Isleta,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,control,1988-03-27,control
A,832112,Riparia riparia,14,8,1997,El Pantano,Los Palacios,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,1997-08-14,anillamiento
C,832112,Riparia riparia,12,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,2,0,GOSUR,29,17,control,1997-09-12,control
A,866873,Riparia riparia,12,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1997-09-12,anillamiento
C,866873,Riparia riparia,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0,M. Vazquez,709,19,control,1999-08-22,control
A,930992,Riparia riparia,11,9,1998,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1998-09-11,anillamiento
C,930992,Riparia riparia,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0,M. Vazquez,358,19,control,1999-09-04,control
A,AE2233,Riparia riparia,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0,GOSUR,NA,NA,Anillamiento,1999-07-30,anillamiento
C,AE2233,Riparia riparia,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0,M. Vazquez,23,19,control,1999-08-22,control
A,AE2377,Riparia riparia,20,8,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0,GOSUR,NA,NA,Anillamiento,1999-08-20,anillamiento
C,AE2377,Riparia riparia,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0,M. Vazquez,15,19,control,1999-09-04,control
A,AF9539,Riparia riparia,27,7,1999,Laguna de San Juan,Chinchon,Madrid,3,0,G Troglodytes,NA,NA,Anillamiento,1999-07-27,anillamiento
C,AF9539,Riparia riparia,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0,M. Vazquez,39,395,control,1999-09-04,control
A,AH0659,Riparia riparia,5,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-09-05,anillamiento
C,AH0659,Riparia riparia,5,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,0,19,control,1999-09-05,control
A,DM1512,Riparia riparia,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2006-08-11,anillamiento
C,DM1512,Riparia riparia,19,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,8,18,control,2006-08-19,control
A,223521,Hirundo rustica,18,8,1997,Hato Blanco,Aznalcazar,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1997-08-18,anillamiento
C,223521,Hirundo rustica,20,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,3,0,Otro,33,16,control,1997-09-20,control
A,232835,Hirundo rustica,15,4,1988,Torrebalnca de los Caños,Sevilla,Sevilla,1,0,LEO BIAGGI,NA,NA,Anillamiento,1988-04-15,anillamiento
C,232835,Hirundo rustica,7,11,1991,Tarifa,Tarifa,Cadiz,2,0,Particular,1297,154,Encontrada solo anilla,1991-11-07,muerto
A,AC4253,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC4253,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,14,19,control,1999-09-04,control
A,AC4292,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC4292,Hirundo rustica,8,8,2001,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,717,35,control,2001-08-08,control
A,AC5088,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC5088,Hirundo rustica,3,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,13,19,control,1999-09-03,control
A,AC5514,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC5514,Hirundo rustica,27,8,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,6,19,control,1999-08-27,control
A,AC5515,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC5515,Hirundo rustica,3,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,13,19,control,1999-09-03,control
A,AC5563,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC5563,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,14,19,control,1999-09-04,control
A,AC5577,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AC5577,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,14,19,control,1999-09-04,control
A,AE1102,Hirundo rustica,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-07-30,anillamiento
C,AE1102,Hirundo rustica,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,23,19,control,1999-08-22,control
A,AE1167,Hirundo rustica,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-07-30,anillamiento
C,AE1167,Hirundo rustica,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,23,19,control,1999-08-22,control
A,AF1147,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1999-08-21,anillamiento
C,AF1147,Hirundo rustica,16,4,2000,Los Olivillos,Puebla del Rio,Sevilla,5,2,M. Vazquez,NA,NA,control,2000-04-16,control
A,L281438,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-09-04,anillamiento
C,L281438,Hirundo rustica,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,0,19,control,1999-09-04,control
A,L281479,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-09-04,anillamiento
C,L281479,Hirundo rustica,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,0,19,control,1999-09-04,control
A,L320051,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-09-04,anillamiento
C,L320051,Hirundo rustica,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,0,19,control,1999-09-04,control
A,L320057,Hirundo rustica,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-09-04,anillamiento
C,L320057,Hirundo rustica,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,0,19,control,1999-09-04,control
A,L342691,Hirundo rustica,23,6,2003,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2003-06-23,anillamiento
C,L342691,Hirundo rustica,11,3,2004,Peñon de Zapata,Alhaurin de la Torre,Malaga,4,0,SEO Malaga,262,149,control,2004-03-11,control
A,L453456,Hirundo rustica,13,6,2001,Cortijo Los Llanes,Almogia,Malaga,1,0,G Luscinia,NA,NA,Anillamiento,2001-06-13,anillamiento
C,L453456,Hirundo rustica,28,7,2001,Laguna del Gobierno,La Lantejuela,Sevilla,3,0,Zamalla,45,83,control,2001-07-28,control
A,269950,Motacilla alba,28,12,1988,C/ Sanchez Arjona,Sevilla,Sevilla,2,0,LEO BIAGGI,NA,NA,Anillamiento,1988-12-28,anillamiento
C,269950,Motacilla alba,4,2,1989,Caño Navarro,Coria del Rio,Sevilla,4,0,J Ayala,NA,NA,control,1989-02-04,control
A,3063926,Upupa epops,12,8,1997,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1997-08-12,anillamiento
C,3063926,Upupa epops,30,8,1997,Rio Lora,Los Palacios,Sevilla,3,0,GOSUR,18,3,control,1997-08-30,control
A,3118061,Cuculus canorus,15,7,1995,Dehesa La Romera,Los Palacios,Sevilla,2,0,EBD,NA,NA,Anillamiento,1995-07-15,anillamiento
C,3118061,Cuculus canorus,26,7,1995,Dehesa La Romera,Los Palacios,Sevilla,2,0,M. Vazquez,NA,NA,Caido en un estanque,1995-07-26,muerto
A,4026160,Cuculus canorus,11,5,1990,Los Palacios,Los Palacios,Sevilla,1,0,GOSUR,NA,NA,Anillamiento,1990-05-11,anillamiento
C,4026160,Cuculus canorus,9,6,1997,El Alcornocal,Los Palacios,Sevilla,A,0,M. Vazquez,2586,2,control,1997-06-09,control
A,4048425,Cuculus canorus,25,9,1994,La Rocina PND,Almonte,Huelva,4,2,EBD,NA,NA,Anillamiento,1994-09-25,anillamiento
C,4048425,Cuculus canorus,11,4,1996,El Rincon,Almonte,Huelva,8,0,M. Vazquez,564,1,control,1996-04-11,control
A,4054065,Cuculus canorus,1,7,1993,Los Palacios,Los Palacios,Sevilla,1,0,G Nevadensis,NA,NA,Anillamiento,1993-07-01,anillamiento
C,4054065,Cuculus canorus,20,5,1995,El Alcornocal,Los Palacios,Sevilla,7,0,M. Vazquez,688,1,control,1995-05-20,control
A,3037214,Glareola pratincola,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1996-06-04,anillamiento
C,3037214,Glareola pratincola,15,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,B Calvo,NA,1,control,1996-06-15,control
A,3037215,Glareola pratincola,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1996-06-04,anillamiento
C,3037215,Glareola pratincola,15,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,B Calvo,NA,1,control,1996-06-15,control
A,3037226,Glareola pratincola,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1999-07-09,anillamiento
C,3037226,Glareola pratincola,11,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,M. Vazquez,2,1,control,1999-07-11,control
A,3037228,Glareola pratincola,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1999-07-09,anillamiento
C,3037228,Glareola pratincola,11,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,M. Vazquez,2,1,control,1999-07-11,control
A,4090208,Tringa totanus,29,9,2000,Marismas del Odiel,Huelva,Huelva,4,0,JM Sayago,NA,NA,Anillamiento,2000-09-29,anillamiento
C,4090208,Tringa totanus,28,2,2001,Marismas del Odiel,Huelva,Huelva,4,0,M. Vazquez,152,1,Capturada por buho o rapaz,2001-02-28,muerto
A,B19663,Buteo buteo,26,11,2000,CREA San Jeronimo,Sevilla,Sevilla,3,0,SEO Sevilla,NA,NA,Anillamiento,2000-11-26,anillamiento
C,B19663,Buteo buteo,15,1,2001,El Alamillo,Sevilla,Sevilla,2,0,M. Vazquez,50,5,Colision con tendido electrico,2001-01-15,muerto
A,9015919,Ciconia ciconia,6,6,1993,El Bosque,El Bosque,Cadiz,1,0,O. del Junco,NA,NA,Anillamiento,1993-06-06,anillamiento
C,9015919,Ciconia ciconia,4,7,1994,Don Rodrigo,Los Palacios,Sevilla,5,0,M. Vazquez,393,6,Cazada escopeta,1994-07-04,muerto
A,9025606,Ciconia ciconia,9,5,1997,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,L. Garcia,NA,NA,Anillamiento,1997-05-09,anillamiento
C,9025606,Ciconia ciconia,15,5,1998,Dehesa de Abajo,Puebla del Rio,Sevilla,2,0,M. Vazquez,NA,1,Encontrada solo anilla,1998-05-15,muerto
A,8002105,Ardea cinerea,15,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0,LEO BIAGGI,NA,NA,Anillamiento,1990-08-15,anillamiento
C,8002105,Ardea cinerea,7,11,1991,Veta La Palma,Puebla del Rio,Sevilla,2,0,L. Garcia,NA,NA,control,1991-11-07,control
A,8002108,Ardea cinerea,30,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0,LEO BIAGGI,NA,NA,Anillamiento,1990-08-30,anillamiento
C,8002108,Ardea cinerea,25,11,1993,Isla Mayor,Isla Mayor,Sevilla,2,0,ADENEX,NA,NA,control,1993-11-25,control
A,G09594,Ciconia ciconia,29,5,1986,Alcala de los Gazules,Alcala de los Gazules,Cadiz,1,0,O. del Junco,NA,NA,Anillamiento,1986-05-29,anillamiento
C,G09594,Ciconia ciconia,26,5,1994,Cañada de los Pajaros,Puebla del Rio,Sevilla,a,0,M. Vazquez,NA,NA,Encontrada muerta,1994-05-26,muerto
A,9004862,Ciconia ciconia,10,6,1992,Fuente Palmera,Fuente Palmera,Cordoba,1,0,FS Tortosa,NA,NA,Anillamiento,1992-06-10,anillamiento
C,9004862,Ciconia ciconia,5,3,2001,Arroyo Gascon,Marchena,Sevilla,A,0,Zamalla,NA,NA,Encontrada muerta,2001-03-05,muerto
A,LV0109,Ciconia ciconia,9,6,1984,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,GOSUR,NA,NA,Anillamiento,1984-06-09,anillamiento
C,LV0109,Ciconia ciconia,28,4,2000,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0,M. Vazquez,1,5802,Encontrada solo anilla,2000-04-28,muerto
A,C20781,Ciconia ciconia,15,5,1982,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,Museo Ciencias,NA,NA,Anillamiento,1982-05-15,anillamiento
C,C20781,Ciconia ciconia,16,6,1994,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0,M. Vazquez,1,4408,Encontrada solo anilla,1994-06-16,muerto
A,4089951,Himantopus himantopus,29,7,1999,Isla Menor,Puebla del Rio,Sevilla,4,1,M. Vazquez,NA,NA,Anillamiento,1999-07-29,anillamiento
C,4089951,Himantopus himantopus,15,8,1999,Brazo del Este,Puebla del Rio,Sevilla,2,0,Otro,17,1,Encontrada muerta,1999-08-15,muerto
A,5055481,Streptopelia decaocto,1,11,2000,El Alamillo,Sevilla,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,2000-11-01,anillamiento
C,5055481,Streptopelia decaocto,20,1,2001,Sevilla,Sevilla,Sevilla,2,0,GOSUR,80,4,Encontrada muerta,2001-01-20,muerto
A,347316,Motacilla alba,2,11,1989,Jimena,Jimena,Cadiz,3,2,Milvus Goes,NA,NA,Anillamiento,1989-11-02,anillamiento
C,347316,Motacilla alba,11,11,1990,Cantera del Duende,El Rubio,Sevilla,4,0,M. Vazquez,374,112,control,1990-11-11,control
A,3010919,Sturnus unicolor,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-13,anillamiento
C,3010919,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,48,69,Cazado con red de suelo,1987-09-01,muerto
A,3010921,Sturnus unicolor,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-13,anillamiento
