MODO,METAL,ESPECIE,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple
C,L450270,Sylvia atricapilla,9,4,2004,"Awirs, Luik, Lieja",Belgica,4,2,Extranjero,1274,1722,control ,2004-04-09,control
A,2286630,Sylvia atricapilla,16,11,1990,"Casa Neves, Aznalcazar, Sevilla",España,2,2,M. Vazquez,NA,NA,Anillamiento,1990-11-16,anillamiento
C,2286630,Sylvia atricapilla,24,4,1991,"Chevrense, Sena, Paris",Francia,2,0,Extranjero,163,1433,Encontrado muerto,1991-04-24,muerto
A,2550519,Sylvia atricapilla,3,12,1996,"Valle de Hecho, Huesca",España,2,2,Zamalla,NA,NA,Anillamiento,1996-12-03,anillamiento
C,2550519,Sylvia atricapilla,30,3,1998,"Salleboeuf, Gironde",Francia,2,0,Extranjero,482,235,Encontrado muerto,1998-03-30,muerto
A,2A050667,Sylvia atricapilla,28,3,2004,"El Alamillo, Sevilla",España,4,1,M. Vazquez,NA,NA,Anillamiento,2004-03-28,anillamiento
C,2A050667,Sylvia atricapilla,19,4,2004,"Weybourne, Norfolk",Gran Bretaña,4,1,BTO,22,1813,control ,2004-04-19,control
A,2A082663,Sylvia atricapilla,3,2,2005,"El Hampa, Coria del Rio, Sevilla",España,5,1,M. Vazquez,NA,NA,Anillamiento,2005-02-03,anillamiento
C,2A082663,Sylvia atricapilla,6,4,2005,"Welton, Humberside",Gran Bretaña,2,0,BTO,62,1876,Colision contra cristales,2005-04-06,muerto
A,3862150,Sylvia atricapilla,6,9,1992,"Reserve la Maziere, Villeton, Lot et Garonne",Francia,3,2,Extranjero,NA,NA,Anillamiento,1992-09-06,anillamiento
C,3862150,Sylvia atricapilla,2,2,1995,"Rio Blanco, Ecija, Sevilla",España,2,0,LEO BIAGGI,879,893,Encontrado muerto,1995-02-02,muerto
A,4045343,Sylvia atricapilla,12,7,2001,"Oncy Sur Ecole, Essonne",Francia,3,0,Extranjero,NA,NA,Anillamiento,2001-07-12,anillamiento
C,4045343,Sylvia atricapilla,20,3,2004,"El Alamillo, Sevilla",España,4,0,M. Vazquez,982,1398,control ,2004-03-20,control
A,BC59550,Sylvia atricapilla,25,9,2005,"Villeton, Lot et Garonne",Francia,3,1,Extranjero,NA,NA,Anillamiento,2005-09-25,anillamiento
C,BC59550,Sylvia atricapilla,5,11,2006,"Coria del Rio, Sevilla",España,4,1,M. Vazquez,406,947,control ,2006-11-05,control
A,F220001,Sylvia atricapilla,18,6,1989,"West Stafford, Dorset",Gran Bretaña,3,2,Extranjero,NA,NA,Anillamiento,1989-06-18,anillamiento
C,F220001,Sylvia atricapilla,18,4,1993,"Lora del Rio, Sevilla",España,4,2,M. Vazquez,1400,1471,control ,1993-04-18,control
A,J263585,Sylvia atricapilla,2,9,1993,"Wales Farm, Plumptom Sussex, West & East",Gran Bretaña,4,2,Extranjero,NA,NA,Anillamiento,1993-09-02,anillamiento
C,J263585,Sylvia atricapilla,20,10,1993,"Isla Redonda, Ecija, Sevilla",España,2,0,M. Vazquez,48,1800,Cazada,1993-10-20,muerto
A,N822451,Sylvia atricapilla,4,10,1998,"Walton in Gordano, Avon",Gran Bretaña,3,1,Extranjero,NA,NA,Anillamiento,1998-10-04,anillamiento
C,N822451,Sylvia atricapilla,21,3,1999,"Utrera, Sevilla",España,4,0,M. Vazquez,168,1604,control ,1999-03-21,control
A,K896341,Sylvia atricapilla,5,9,1999,"Watlington Hilol, Oxford",Gran Bretaña,4,2,Extranjero,NA,NA,Anillamiento,1999-09-05,anillamiento
C,K896341,Sylvia atricapilla,1,2,2002,"Torrecuadros, Hinojos, Huelva",España,4,2,M. Vazquez,880,1663,control ,2002-02-01,control
A,T722115,Sylvia atricapilla,3,10,2006,"Cissbury Ring, Worthing, Sussex West & East",Gran Bretaña,3,1,Extranjero,NA,NA,Anillamiento,2006-10-03,anillamiento
C,T722115,Sylvia atricapilla,19,11,2006,"Palomares del Rio, Sevilla",España,2,0,M. Vazquez,47,1573,Cazada,2006-11-19,muerto
A,AB67417,Sylvia atricapilla,5,9,2000,"Leerdam, Zuid Holland",Holanda,3,1,Extranjero,NA,NA,Anillamiento,2000-09-05,anillamiento
C,AB67417,Sylvia atricapilla,24,10,2000,"El Alamillo, Sevilla",España,3,1,M. Vazquez,49,1829,control ,2000-10-24,control
A,V036830,Sylvia atricapilla,1,10,2000,"Haarlem, Vinkenbaan Van Lennep, Noord Holland",Holanda,3,0,Extranjero,NA,NA,Anillamiento,2000-10-01,anillamiento
C,V036830,Sylvia atricapilla,2,11,2000,"El Alamillo, Sevilla",España,3,0,M. Vazquez,32,1859,control ,2000-11-02,control
A,V090497,Sylvia atricapilla,29,9,2002,"Leuth, Gederland",Holanda,3,1,Extranjero,NA,NA,Anillamiento,2002-09-29,anillamiento
C,V090497,Sylvia atricapilla,21,1,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,5,1,Zamalla,114,1832,control ,2003-01-21,control
A,L174172,Sylvia communis,18,9,1998,"Calera de Leon, Badajoz",España,3,0,Zamalla,NA,NA,Anillamiento,1998-09-18,anillamiento
C,L174172,Sylvia communis,12,11,2001,Chefchaouen,Marruecos,2,0,Particular,1151,339,Encontrado muerto,2001-11-12,muerto
A,L343411,Sylvia communis,6,9,2000,"Valdelarco, Huelva",España,4,0,Zamalla,NA,NA,Anillamiento,2000-09-06,anillamiento
C,L343411,Sylvia communis,29,5,2001,"Alnif, Er Rachidia",Marruecos,2,0,Particular,265,696,Cazada,2001-05-29,muerto
A,2750996,Cercotrichas galactotes,20,8,1997,"El Alcornocal, Los Palacios, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,1997-08-20,anillamiento
C,2750996,Cercotrichas galactotes,24,4,2001,Imilchil,Marruecos,2,0,Particular,1343,560,Encontrado muerto,2001-04-24,muerto
A,223175,Phylloscopus trochilus,3,9,1997,"El Alcornocal, Los Palacios, Sevilla",España,4,1,M. Vazquez,NA,NA,Anillamiento,1997-09-03,anillamiento
C,223175,Phylloscopus trochilus,13,5,1999,"Karrebakstorp, Naestved, Sjaelland",Dinamarca,2,0,Particular,617,2415,Capturada por un gato,1999-05-13,muerto
A,F30166,Phylloscopus trochilus,5,5,2001,"Drienovec, Kosice, Eslovaquia",Republica Checa,4,1,Extranjero,NA,NA,Anillamiento,2001-05-05,anillamiento
C,F30166,Phylloscopus trochilus,31,8,2001,"Calera de Leon, Badajoz",España,4,0,M. Vazquez,118,2478,control cambio anilla AC4162,2001-08-31,control
A,1H08422,Phylloscopus trochilus,8,8,2000,"Blixoya, Valer, Ostfold",Noruega,5,0,Extranjero,NA,NA,Anillamiento,2000-08-08,anillamiento
C,1H08422,Phylloscopus trochilus,4,9,2000,"Las Teatinas, Palomares del Rio, Sevilla",España,4,0,M. Vazquez,27,2734,control ,2000-09-04,control
A,498669,Phylloscopus collybita,3,8,1984,"Blagdoon, Rervoir, Congresbury Avon",Gran Bretaña,2,0,Extranjero,NA,NA,Anillamiento,1984-08-03,anillamiento
C,498669,Phylloscopus collybita,19,1,1986,"Torreblanca, Sevilla",España,2,0,M. Vazquez,NA,NA,Cazada,1986-01-19,muerto
A,2059584,Sylvia atricapilla,5,3,1987,"Gerena, Sevilla",España,5,1,LEO BIAGGI,NA,NA,Anillamiento,1987-03-05,anillamiento
C,2059584,Sylvia atricapilla,16,11,1987,"Bassussary, Pirineos Orientales",Francia,2,0,Extranjero,251,768,Encontrado muerto,1987-11-16,muerto
A,2219946,Sylvia atricapilla,10,3,1988,"Gerena, Sevilla",España,4,1,LEO BIAGGI,NA,NA,Anillamiento,1988-03-10,anillamiento
C,2219946,Sylvia atricapilla,30,3,1989,Horsham,Gran Bretaña,2,0,Extranjero,385,1576,Colision con cristales,1989-03-30,muerto
A,2220889,Sylvia atricapilla,12,2,1988,"Casa Neves, Aznalcazar, Sevilla",España,5,1,Extranjero,NA,NA,Anillamiento,1988-02-12,anillamiento
C,2220889,Sylvia atricapilla,9,6,1990,"St Leger, Les Vignes, Loire Atlantico",Francia,2,0,M. Vazquez,874,1154,Atropellado,1990-06-09,muerto
A,2220849,Phoenicurus ochruros,26,12,1988,"Casa Neves, Aznalcazar, Sevilla",España,3,1,M. Vazquez,NA,NA,Anillamiento,1988-12-26,anillamiento
C,2220849,Phoenicurus ochruros,5,11,1992,"Finsterwald, Oberbayern",Alemania,2,0,Extranjero,1410,1857,Cazada,1992-11-05,muerto
A,2J9861,Phylloscopus collybita,22,9,1987,"Herne, Brabant",Belgica,3,0,Extranjero,NA,NA,Anillamiento,1987-09-22,anillamiento
C,2J9861,Phylloscopus collybita,9,1,1988,"Puñanilla, Puebla del Rio, Sevilla",España,5,0,M. Vazquez,NA,NA,control ,1988-01-09,control
A,JN7017,Phylloscopus collybita,21,6,1993,"Sommiere, Namen, Namur",Belgica,4,0,Extranjero,NA,NA,Anillamiento,1993-06-21,anillamiento
C,JN7017,Phylloscopus collybita,15,1,1995,"Dos Hermanas, Sevilla",España,2,0,M. Vazquez,573,1684,Encontrado muerto,1995-01-15,muerto
A,SC1485,Phylloscopus collybita,9,9,2001,"Grembergen, Oost Vlaanderen, Flandes",Belgica,3,0,Extranjero,NA,NA,Anillamiento,2001-09-09,anillamiento
C,SC1485,Phylloscopus collybita,28,10,2001,"El Alamillo, Sevilla",España,3,0,M. Vazquez,49,1713,control ,2001-10-28,control
A,SE0286,Phylloscopus collybita,20,8,2001,"Malmedy, Luik, Lieja",Belgica,3,0,Extranjero,NA,NA,Anillamiento,2001-08-20,anillamiento
C,SE0286,Phylloscopus collybita,16,11,2001,"Palomares del Rio, Sevilla",España,3,0,M. Vazquez,88,1735,control ,2001-11-16,control
A,SM1650,Phylloscopus collybita,2,10,2002,"Beverce, Luik, Lieja",Belgica,2,0,Extranjero,NA,NA,Anillamiento,2002-10-02,anillamiento
C,SM1650,Phylloscopus collybita,14,3,2004,"Laguna del Gobierno, Lantejuela,Sevilla",España,2,0,M. Vazquez,529,1708,control ,2004-03-14,control
A,UK1309,Phylloscopus collybita,20,9,1996,"Rijkevorsel, Antwerpen, Amberes",Belgica,2,0,Extranjero,NA,NA,Anillamiento,1996-09-20,anillamiento
C,UK1309,Phylloscopus collybita,22,11,1996,"Puebla del Rio, Sevilla",España,2,0,M. Vazquez,63,1782,control ,1996-11-22,control
A,UN7289,Phylloscopus collybita,4,7,1998,"Korbeek Lo, Brabant",Belgica,3,0,Extranjero,NA,NA,Anillamiento,1998-07-04,anillamiento
C,UN7289,Phylloscopus collybita,10,11,1998,"Palomares del Rio, Sevilla",España,3,0,M. Vazquez,129,1730,control ,1998-11-10,control
A,612775,Phylloscopus collybita,8,11,1995,"El Alamillo, Sevilla",España,2,0,M. Vazquez,NA,NA,Anillamiento,1995-11-08,anillamiento
C,612776,Phylloscopus collybita,16,6,1996,"Ridderkerk, Dolfjnpark, Zuid",Holanda,2,0,Extranjero,221,1809,Atropellado,1996-06-16,muerto
A,943428,Phylloscopus collybita,7,3,1999,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,M. Vazquez,NA,NA,Anillamiento,1999-03-07,anillamiento
C,943428,Phylloscopus collybita,7,4,2000,"Hauconcourt, Moselle",Francia,4,0,CRBPO,397,1605,control ,2000-04-07,control
A,AA8561,Phylloscopus collybita,8,11,1998,"La Estrella, Palomares del Rio, Sevilla",España,2,0,M. Vazquez,NA,NA,Anillamiento,1998-11-08,anillamiento
C,AA8561,Phylloscopus collybita,20,4,2000,"Bostrup, Spodsbjerg, Fyn",Dinamarca,2,0,Particular,529,2347,Atropellado,2000-04-20,muerto
A,AK1767,Phylloscopus collybita,21,11,2000,"Alcala de Guadaira, Sevilla",España,2,0,M. Vazquez,NA,NA,Anillamiento,2000-11-21,anillamiento
C,AK1767,Phylloscopus collybita,22,10,2002,"Wetteren, Oost Vlaanderen, Flandes ",Belgica,2,0,BRUXELLES,700,1705,control ,2002-10-22,control
A,AK2969,Phylloscopus collybita,22,2,2002,"San Pablo, Sevilla",España,4,0,M. Vazquez,NA,NA,Anillamiento,2002-02-22,anillamiento
C,AK2969,Phylloscopus collybita,25,5,2002,"Huntingdon, Cambridge, Huntingdom",Gran Bretaña,4,0,BTO,92,1719,control ,2002-05-25,control
A,BU3441,Phylloscopus collybita,9,11,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,0,Zamalla,NA,NA,Anillamiento,2003-11-09,anillamiento
C,BU3441,Phylloscopus collybita,9,10,2004,"Saeftinghe, Sieperdaschor, Zeeland",Holanda,4,0,ARNHEM,335,1724,control ,2004-10-09,control
A,CJ1501,Phylloscopus collybita,29,3,2004,"El Alamillo, Sevilla",España,4,0,M. Vazquez,NA,NA,Anillamiento,2004-03-29,anillamiento
C,CJ1501,Phylloscopus collybita,4,4,2004,"Eemshaven, Groningen",Holanda,4,0,Particular,6,2037,control ,2004-04-04,control
A,CR0723,Phylloscopus collybita,31,10,2004,"Laguna del Gobierno, Lantejuela,Sevilla",España,2,0,M. Vazquez,NA,NA,Anillamiento,2004-10-31,anillamiento
C,CR0723,Phylloscopus collybita,10,5,2005,Aïn Jemaa,Marruecos,2,0,Particular,191,374,control ,2005-05-10,control
A,PH9546,Phylloscopus collybita,10,8,1995,"Saint Mars La Briere, Sarthe",Francia,4,2,Extranjero,NA,NA,Anillamiento,1995-08-10,anillamiento
C,PH9546,Phylloscopus collybita,13,1,1996,"La Marmoleja, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,156,1304,control ,1996-01-13,control
A,7D7681,Phylloscopus collybita,20,8,1998,"Barton Turf, Stalhan, Norfolk",Gran Bretaña,3,0,Extranjero,NA,NA,Anillamiento,1998-08-20,anillamiento
C,7D7681,Phylloscopus collybita,14,11,1998,"El Alamillo, Sevilla",España,3,0,M. Vazquez,86,1802,control ,1998-11-14,control
A,OU1334,Phylloscopus collybita,29,9,2000,"Sandwich Bay Estate, Kent",Gran Bretaña,2,0,Extranjero,NA,NA,Anillamiento,2000-09-29,anillamiento
C,OU1334,Phylloscopus collybita,25,11,2001,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,M. Vazquez,422,1576,control ,2001-11-25,control
A,AEL462,Phylloscopus collybita,24,9,2003,"Sandwich Bay Estate, Kent",Gran Bretaña,3,0,Extranjero,NA,NA,Anillamiento,2003-09-24,anillamiento
C,AEL462,Phylloscopus collybita,7,11,2004,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,M. Vazquez,410,1631,control ,2004-11-07,control
A,L447793,Phoenicurus ochruros,25,11,2001,"Palomares del Rio, Sevilla",España,2,0,M. Vazquez,NA,NA,Anillamiento,2001-11-25,anillamiento
C,L447793,Phoenicurus ochruros,25,7,2003,"Blainville Sur L´Eau, Meurthe et Moselle",Francia,2,0,CRBPO,607,1605,Encontrada la pata con la anilla,2003-07-25,muerto
A,9K84426,Luscinia svecica,29,7,1996,"Rieselfelder, DFFM Munster",Alemania,2,1,Extranjero,NA,NA,Anillamiento,1996-07-29,anillamiento
C,9K84426,Luscinia svecica,2,11,1999,"La Marmoleja, Puebla del Rio, Sevilla",España,6,1,M. Vazquez,1191,1960,control ,1999-11-02,control
A,5149298,Luscinia svecica,20,7,1994,"Melsele, Oost Vlaanderen, Flandes Oriental",Belgica,3,0,Extranjero,NA,NA,Anillamiento,1994-07-20,anillamiento
C,5149298,Luscinia svecica,13,1,1996,"La Marmoleja, Puebla del Rio, Sevilla",España,7,2,M. Vazquez,542,1751,control ,1996-01-13,control
C,5149298,Luscinia svecica,1,3,1997,"La Marmoleja, Puebla del Rio, Sevilla",España,9,2,M. Vazquez,954,1751,control ,1997-03-01,control
A,5935059,Luscinia svecica,21,7,1996,"Averbode, Brabant",Belgica,3,0,Extranjero,NA,NA,Anillamiento,1996-07-21,anillamiento
C,5935059,Luscinia svecica,17,11,1997,"La Marmoleja, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,484,1761,control ,1997-11-17,control
A,6442053,Luscinia svecica,3,9,1997,"Assenede, Oost Vlaanderen, Flandes Oriental",Belgica,3,1,Extranjero,NA,NA,Anillamiento,1997-09-03,anillamiento
C,6442053,Luscinia svecica,26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,5,1,M. Vazquez,145,1734,control ,1998-01-26,control
A,8525141,Luscinia svecica,17,8,2003,"Veurne, West Vlaanderen, Flandes",Belgica,3,1,Extranjero,NA,NA,Anillamiento,2003-08-17,anillamiento
C,8525141,Luscinia svecica,14,10,2003,"Vejer de la Frontera, Cadiz",España,3,1,M. Vazquez,58,1781,control ,2003-10-14,control
A,L110210,Luscinia svecica,7,12,1999,"Brazo del Este, Puebla del Rio, Sevilla",España,4,2,Zamalla,NA,NA,Anillamiento,1999-12-07,anillamiento
C,L110210,Luscinia svecica,24,8,2000,"Saint Vigor D´Ymonville, Seine Maritime",Francia,4,2,Extranjero,261,1454,control ,2000-08-24,control
A,L240620,Luscinia svecica,3,1,1999,"Laguna del Gobierno, Lantejuela,Sevilla",España,5,1,Zamalla,NA,NA,Anillamiento,1999-01-03,anillamiento
C,L240620,Luscinia svecica,8,5,2001,"Mokkeban, Laaxum, Friesland",Holanda,4,1,Extranjero,856,1909,control ,2001-05-08,control
A,3284439,Luscinia svecica,22,8,1996,"Chenac, Saint Seurin D´Uzet, Charente Maritime",Francia,2,1,Extranjero,NA,NA,Anillamiento,1996-08-22,anillamiento
C,3284439,Luscinia svecica,26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,522,1012,control ,1998-01-26,control
C,3284439,Luscinia svecica,5,10,1999,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,1139,1012,control ,1999-10-05,control
A,5019843,Luscinia svecica,1,9,2004,"Citerne Nord, Floirac, Charente Maritime",Francia,4,1,Extranjero,NA,NA,Anillamiento,2004-09-01,anillamiento
C,5019843,Luscinia svecica,30,9,2005,"Caño Navarro, Coria del Rio, Sevilla",España,4,1,M. Vazquez,394,1011,control ,2005-09-30,control
A,F901728,Luscinia svecica,3,7,1997,"Ballum, Hollum, Ameland",Holanda,4,1,Extranjero,NA,NA,Anillamiento,1997-07-03,anillamiento
C,F901728,Luscinia svecica,9,2,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,221,2012,control ,1998-02-09,control
A,A979315,Erithacus rubecula,20,9,1998,"Voslapper Groden, Weser Ems, Excep Islas",Alemania,4,0,Extranjero,NA,NA,Anillamiento,1998-09-20,anillamiento
C,A979315,Erithacus rubecula,24,1,1999,"Refugio de las Serpientes, Estepa, Sevilla",España,4,0,M. Vazquez,126,2070,control ,1999-01-24,control
A,6789630,Erithacus rubecula,24,9,1998,"Oud Turnhout, Antwerpen, Amberes",Belgica,2,0,Extranjero,NA,NA,Anillamiento,1998-09-24,anillamiento
C,6789630,Erithacus rubecula,27,11,1998,"El Alamillo, Sevilla",España,2,0,M. Vazquez,64,1771,control ,1998-11-27,control
A,K624535,Erithacus rubecula,28,9,1994,"Castione Della Presolana, Bergamo",Italia,4,0,Extranjero,NA,NA,Anillamiento,1994-09-28,anillamiento
C,K624535,Erithacus rubecula,11,11,1995,"El Cuervo, Lebrija, Sevilla",España,2,0,Zamalla,409,1676,Cazada,1995-11-11,muerto
A,3064312,Turdus merula,3,12,1996,"Valle de Hecho, Huesca",España,2,2,Extranjero,NA,NA,Anillamiento,1996-12-03,anillamiento
C,3064312,Turdus merula,25,12,1998,"Lure, Roye, Haute Saone",Francia,2,0,Zamalla,752,820,Encontrado muerto,1998-12-25,muerto
A,3090328,Turdus merula,12,12,1997,"El Alamillo, Sevilla",España,3,2,Extranjero,NA,NA,Anillamiento,1997-12-12,anillamiento
C,3090328,Turdus merula,13,4,1998,"Rimont, Ariege",Francia,2,0,Zamalla,122,1574,Capturada por buho o rapaz,1998-04-13,muerto
A,P464837,Turdus iliacus,10,10,1989,"Lagskar, Lemland Ahvenanmaa, Aland",Finlandia,4,0,Extranjero,NA,NA,Anillamiento,1989-10-10,anillamiento
C,P464837,Turdus iliacus,15,12,1990,"Badajoz, Badajoz",España,4,0,M. Vazquez,430,2995,Cazado con escopeta,1990-12-15,muerto
A,3X20438,Turdus iliacus,11,10,1976,"Zulte, Oost Vlaanderen, Flandes Oriental",Belgica,2,0,Extranjero,NA,NA,Anillamiento,1976-10-11,anillamiento
C,3X20438,Turdus iliacus,25,11,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,410,1612,Cazado con escopeta,1977-11-25,muerto
A,3X24067,Turdus iliacus,21,11,1976,"Zulte, Oost Vlaanderen, Flandes Oriental",Belgica,2,0,Extranjero,NA,NA,Anillamiento,1976-11-21,anillamiento
C,3X24067,Turdus iliacus,31,12,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,405,1612,Cazado con escopeta,1977-12-31,muerto
A,13Z8467,Turdus iliacus,1,11,1983,"Retie, Antwerpen, Amberes",Belgica,2,0,Extranjero,NA,NA,Anillamiento,1983-11-01,anillamiento
C,13Z8467,Turdus iliacus,15,12,1989,"El Viso del Alcor, Sevilla",España,2,0,M. Vazquez,2236,1759,Cazado con escopeta,1989-12-15,muerto
A,P285721,Turdus iliacus,13,6,1972,"Karkkila, Uusimaa, Nyland",Finlandia,2,1,Extranjero,NA,NA,Anillamiento,1972-06-13,anillamiento
C,P285721,Turdus iliacus,7,1,1974,"Finca Campanilla, Constantina, Sevilla",España,2,0,M. Vazquez,573,3264,Cazado con escopeta,1974-01-07,muerto
A,P429282,Turdus iliacus,29,6,1987,"Yjapa, Hame, Tavastehus",Finlandia,1,0,Extranjero,NA,NA,Anillamiento,1987-06-29,anillamiento
C,P429282,Turdus iliacus,23,11,1999,"Constantina, Sevilla",España,2,0,M. Vazquez,4530,3242,Cazado con escopeta fecha carta,1999-11-23,muerto
A,NA063066,Turdus philomelos,2,7,1997,"Falkensee, Postdam",Alemania,5,2,Extranjero,NA,NA,Anillamiento,1997-07-02,anillamiento
C,NA063066,Turdus philomelos,30,1,1999,"Marchena, Sevilla",España,2,0,M. Vazquez,577,2219,Cazado con escopeta,1999-01-30,muerto
A,NA092953,Turdus philomelos,9,8,2003,"Reifenstein, Sachsen & Thuringen",Alemania,3,0,Extranjero,NA,NA,Anillamiento,2003-08-09,anillamiento
C,NA092953,Turdus philomelos,7,12,2003,"Herrera del Duque, Badajoz",España,3,0,M. Vazquez,120,1796,Cazado con escopeta,2003-12-07,muerto
A,16Z39840,Turdus philomelos,2,10,1996,"Awirs, Luik, Lieja",Belgica,3,0,Extranjero,NA,NA,Anillamiento,1996-10-02,anillamiento
C,16Z39840,Turdus philomelos,15,1,1999,"Guadalcanal, Sevilla",España,2,0,M. Vazquez,835,1646,Cazado con escopeta,1999-01-15,muerto
A,19Z16266,Turdus philomelos,1,10,2002,"Brecht, Antwerpen, Amberes",Belgica,3,0,Extranjero,NA,NA,Anillamiento,2002-10-01,anillamiento
C,19Z16266,Turdus philomelos,7,2,2003,"Olvera de la Sierra, Cadiz",España,2,0,M. Vazquez,129,1782,Cazado con escopeta,2003-02-07,muerto
A,8911871,Turdus philomelos,23,9,1992,"Christianso, Ertholmene, Bornholm",Dinamarca,3,0,Extranjero,NA,NA,Anillamiento,1992-09-23,anillamiento
C,8911871,Turdus philomelos,23,11,1999,"Constantina, Sevilla",España,2,0,M. Vazquez,2617,2483,Cazado con escopeta fecha carta,1999-11-23,muerto
A,8A08324,Turdus philomelos,17,10,2005,"Hanstholm, Jylland",Dinamarca,3,0,Extranjero,NA,NA,Anillamiento,2005-10-17,anillamiento
C,8A08324,Turdus philomelos,15,12,2005,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,59,2476,Cazado con escopeta,2005-12-15,muerto
A,3090351,Turdus philomelos,1,1,1998,"El Alamillo, Sevilla",España,5,0,M. Vazquez,NA,NA,Anillamiento,1998-01-01,anillamiento
C,3090351,Turdus philomelos,15,6,2000,"Svanholm Estate, Skibby, Sjaelland",Dinamarca,4,0,Particular,896,2443,Atropellado,2000-06-15,muerto
A,GC44024,Turdus philomelos,20,10,1973,"Arzon, Morbihan",Francia,3,0,Extranjero,NA,NA,Anillamiento,1973-10-20,anillamiento
C,GC44024,Turdus philomelos,1,7,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,1350,1098,Cazado con escopeta fecha carta,1977-07-01,muerto
A,P533198,Turdus philomelos,21,9,2003,"Jurmo, Hame, Tavastehus",Finlandia,3,0,Extranjero,NA,NA,Anillamiento,2003-09-21,anillamiento
C,P533198,Turdus philomelos,7,12,2003,"Malpartida de Plasencia, Caceres",España,2,0,M. Vazquez,77,2926,Cazado con escopeta,2003-12-07,muerto
A,T049835,Turdus philomelos,4,6,1990,Girionys,Lituania,1,0,Extranjero,NA,NA,Anillamiento,1990-06-04,anillamiento
C,T049835,Turdus philomelos,15,12,1991,"El Viso del Alcor, Sevilla",España,3,0,M. Vazquez,559,2970,Cazado con escopeta,1991-12-15,muerto
A,KV01761,Turdus philomelos,4,10,1999,"Ventes Ragas, Silute",Lituania,3,0,Extranjero,NA,NA,Anillamiento,1999-10-04,anillamiento
C,KV01761,Turdus philomelos,18,12,2000,"Hinojos, Huelva",España,2,0,M. Vazquez,441,2883,Cazado con escopeta,2000-12-18,muerto
A,4425202,Turdus philomelos,1,10,1998,"Faro de Falsterbo, Malmohus",Suecia,3,0,Extranjero,NA,NA,Anillamiento,1998-10-01,anillamiento
C,4425202,Turdus philomelos,20,11,1998,"Gerena, Sevilla",España,3,0,M. Vazquez,50,2442,Cazado con escopeta,1998-11-20,muerto
A,191338,Remiz pendulinus,3,12,1987,"Vuelta El Cojo, Puebla del Rio, Sevilla",España,3,2,M. Vazquez,NA,NA,Anillamiento,1987-12-03,anillamiento
C,191338,Remiz pendulinus,2,9,1989,"Semlim, Rathenow, Postdam",Alemania,4,2,Extranjero,639,2389,control,1989-09-02,control
A,VT56739,Fringilla coelebs,9,9,2005,"Ventes Ragas, Silute",Lituania,3,2,Zamalla,NA,NA,Anillamiento,2005-09-09,anillamiento
C,VT56739,Fringilla coelebs,12,3,2006,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,2,Extranjero,184,2815,control,2006-03-12,control
A,E626836,Fringilla montifringilla,5,10,1986,"Lanenen, Berna",Suiza,3,2,Extranjero,NA,NA,Anillamiento,1986-10-05,anillamiento
C,E626836,Fringilla montifringilla,20,11,1987,"Rio Viejo, Coria del Rio, Sevilla",España,4,2,M. Vazquez,410,1498,Cazada con red de tiro no se libera,1987-11-20,muerto
A,25V53778,Carduelis chloris,2,5,1986,"Herve, Lieja",Belgica,2,1,Extranjero,NA,NA,Anillamiento,1986-05-02,anillamiento
C,25V53778,Carduelis chloris,15,1,1987,"Los Palacios, Sevilla",España,1,0,M. Vazquez,258,1765,Cazada con red de tiro no se libera,1987-01-15,muerto
A,32V18367,Carduelis chloris,23,4,1990,"Awirs, Luik, Lieja",Belgica,5,1,Extranjero,NA,NA,Anillamiento,1990-04-23,anillamiento
C,32V18367,Carduelis chloris,3,11,1990,"El Campanario, Aznalcollar, Sevilla",España,2,0,M. Vazquez,NA,NA,Cazada con red de tiro no se libera,1990-11-03,muerto
A,2348507,Carduelis cannabina,10,10,1986,"Merksplas, Antwerpen, Amberes",Belgica,6,1,Extranjero,NA,NA,Anillamiento,1986-10-10,anillamiento
C,2348507,Carduelis cannabina,12,11,1986,"Lora del Rio, Sevilla",España,2,0,M. Vazquez,32,1730,Cazada,1986-11-12,muerto
A,2347511,Carduelis cannabina,4,10,1986,"Merksplas, Antwerpen, Amberes",Belgica,6,2,Extranjero,NA,NA,Anillamiento,1986-10-04,anillamiento
