MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LOCALIDAD CONTROL 2,PAIS CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,AF1523,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,228,791.4311178580842,Anillamiento,1999-09-04,anillamiento,2000-04-19,PN de Souss Massa,Marruecos,-5.9584516,37.1756121,-8.1338558,30.2750611,2,0,CRBPO,228.0,869.0,Colision con un avion,muerto
A,N207694,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,6,10,2005,"Caño Navarro, Coria del Rio, Sevilla",España,3,0,M. Vazquez,219,1854.7174698909585,Anillamiento,2005-10-06,anillamiento,2006-05-13,"Norton, South Yorks",Gran Bretaña,-6.0533598,37.2882628,-1.1748209,53.629497,5,0,BTO,219.0,1855.0,control ,control
A,1184479,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,1,10,1982,"Overijse, Brabant",Belgica,4,0,Extranjero,1891,1717.84431612974,Anillamiento,1982-10-01,anillamiento,1987-12-05,"Coria del Rio, Sevilla",España,4.5342712,50.7708411,-6.0533598,37.2882628,4,0,M. Vazquez,1889.0,1706.0,Cazada,muerto
A,1235157,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,9,10,1980,"Lokeren, Cost VL",Belgica,2,0,Extranjero,24,1728.701634544641,Anillamiento,1980-10-09,anillamiento,1980-11-02,"Coria del Rio, Sevilla",España,3.9895048,51.1040179,-6.0533598,37.2882628,2,0,M. Vazquez,,,Cazada red de suelo,muerto
A,2265107,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,23,9,1986,"Awirs, Luik, Lieja",Belgica,3,0,Extranjero,280,1739.5472723947626,Anillamiento,1986-09-23,anillamiento,1987-06-30,"Puebla del Rio, Sevilla",España,5.4061097,50.5999117,-6.063133,37.2694065,2,0,M. Vazquez,260.0,1758.0,Solo anilla,muerto
A,2279724,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,13,10,1986,"Bellers, Henegouwen",Belgica,4,0,Extranjero,769,1679.0549406741084,Anillamiento,1986-10-13,anillamiento,1988-11-20,"Puebla del Rio, Sevilla",España,4.062101699999999,50.5257076,-6.063133,37.2694065,2,0,M. Vazquez,767.0,1668.0,Cazada,muerto
A,2083874,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,2,10,1988,"Neerpelt, Limburg",Belgica,4,0,Extranjero,41,1760.0606606938543,Anillamiento,1988-10-02,anillamiento,1988-11-12,"Carmona, Sevilla",España,5.43173,51.22723999999999,-5.6037465,37.4634739,2,0,M. Vazquez,40.0,1760.0,Cazada con percha,muerto
A,2722123,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,11,10,1987,"Merksplas, Antwerpen, Amberes",Belgica,4,0,Extranjero,398,1750.2986745911246,Anillamiento,1987-10-11,anillamiento,1988-11-12,"Carmona, Sevilla",España,4.8643467,51.3541789,-5.6037465,37.4634739,2,0,M. Vazquez,396.0,1753.0,Cazada con percha,muerto
A,3482480,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,30,9,1989,"Sourbrodt, Luik, Lieja",Belgica,3,0,Extranjero,1858,1756.7149274149556,Anillamiento,1989-09-30,anillamiento,1994-11-01,"Coria del Rio, Sevilla",España,6.11175,50.47895,-6.0533598,37.2882628,2,0,M. Vazquez,1858.0,1756.0,Cazada,muerto
A,8305694,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,27,9,2002,"Hamme St Anna, Oost Vlaanderen, Flandes",Belgica,3,0,Extranjero,780,1777.6070445222908,Anillamiento,2002-09-27,anillamiento,2004-11-15,"Trebujena, Cadiz",España,4.07273,51.09491000000001,-6.175237699999999,36.8704663,2,0,M. Vazquez,780.0,1780.0,Cazada,muerto
A,XC743076,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,29,7,1988,"Kandalakshskiy Zap-K, Bolshoy, Murmansk",Rusia,3,0,Extranjero,128,4252.505871234241,Anillamiento,1988-07-29,anillamiento,1988-12-04,"Los Palacios, Sevilla",España,33.0855848,68.97331129999999,-5.9244808,37.1584636,2,0,M. Vazquez,128.0,4255.0,Cazada,muerto
A,XD973232,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,4,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk",Rusia,1,0,Extranjero,530,4239.269780195123,Anillamiento,1991-07-04,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,33.0855848,68.97331129999999,-5.924239099999999,37.2865803,5,0,M. Vazquez,530.0,4244.0,Cazada,muerto
A,XD973239,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,6,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk",Rusia,1,0,Extranjero,528,4239.269780195123,Anillamiento,1991-07-06,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,33.0855848,68.97331129999999,-5.924239099999999,37.2865803,5,0,M. Vazquez,528.0,4246.0,Cazada,muerto
A,E225608,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,15,9,1987,"Sporn Point, Humberside",Gran Bretaña,3,0,Extranjero,406,2020.526665296509,Anillamiento,1987-09-15,anillamiento,1988-10-25,"Coria del Rio, Sevilla",España,-3.435973,55.378051,-6.0533598,37.2882628,2,0,M. Vazquez,405.0,1872.0,Cazada,muerto
A,H559564,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,13,9,1992,"Spurn Head, Humberside",Gran Bretaña,3,0,Extranjero,65,1857.585755022576,Anillamiento,1992-09-13,anillamiento,1992-11-17,"Colegio El Rocio, Torreblanca, Sevilla",España,0.1083142,53.5736612,-5.903761100000001,37.3884092,2,0,M. Vazquez,65.0,1856.0,Encontrado muerto,muerto
A,E117353,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,5,9,1989,"Finset, Hemsedal, Buskerund",Noruega,4,0,Extranjero,785,2813.919764854854,Anillamiento,1989-09-05,anillamiento,1991-10-30,"Huevar, Sevilla",España,8.527954500000002,60.867869,-6.2773395,37.3566551,2,0,M. Vazquez,815.0,2815.0,Cazada,muerto
A,E193569,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,14,8,1989,"Fraena, More Og Romsdal",Noruega,3,0,Extranjero,1905,2992.5894031116704,Anillamiento,1989-08-14,anillamiento,1994-11-01,"Coria del Rio, Sevilla",España,6.9705698,62.98444929999999,-6.0533598,37.2882628,2,0,M. Vazquez,1905.0,2988.0,Cazada,muerto
A,A997542,Meadow Pipit,Anthus pratensis,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,22,9,1988,"Kennmerduinen, Harlen, Noord Holland",Holanda,4,0,Extranjero,44,1841.1295179049887,Anillamiento,1988-09-22,anillamiento,1988-11-05,"Carmona, Sevilla",España,4.6462194,52.3873878,-5.6037465,37.4634739,2,0,M. Vazquez,43.0,1842.0,Cazada con percha,muerto
A,3924820,Western Yellow Wagtail,Motacilla flava,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,10,3,1993,"PN Djoudj, Fleuve",Senegal,4,2,Extranjero,962,2553.062079392403,Anillamiento,1993-03-10,anillamiento,1995-10-28,"Puebla del Rio, Sevilla",España,-13.66742148218044,15.24782419915751,-6.063133,37.2694065,2,0,M. Vazquez,962.0,2525.0,Encontrado muerto,muerto
A,9004398,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,29,5,1992,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,1,0,M. Vazquez,2471,2289.23450027858,Anillamiento,1992-05-29,anillamiento,1999-03-05,Tombouctou,Mali,-6.129244,37.2385346,-3.0025615,16.7665887,A,0,Extranjero,,,Encontrado muerto,muerto
A,23V12140,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,7,4,1983,"St Amande, Antwerpen",Belgica,4,1,Extranjero,1306,1755.0861149948616,Anillamiento,1983-04-07,anillamiento,1986-11-03,"Coria del Rio, Sevilla",España,4.4051485,51.2213404,-6.0533598,37.2882628,2,0,M. Vazquez,,,Cazada,muerto
A,33V12675,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,18,9,1990,"Zele Heikant, Flandes Occidental",Belgica,3,0,Extranjero,463,1694.0106145787263,Anillamiento,1990-09-18,anillamiento,1991-12-25,"Puñana, Almensilla, Sevilla",España,3.1457942,51.0536024,-6.1136061,37.3098113,5,0,M. Vazquez,464.0,1650.0,Cazada,muerto
A,4262822,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,30,9,1992,"Boortmeerbeek, Brabant",Belgica,3,0,Extranjero,76,1733.2264202613137,Anillamiento,1992-09-30,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,4.5611679,50.9760115,-5.924239099999999,37.2865803,3,0,M. Vazquez,76.0,1734.0,Atropellado,muerto
A,80710173,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,13,6,1987,"Plau Appelburg, Schwerin",Alemania,1,0,Extranjero,185,2259.4360613762324,Anillamiento,1987-06-13,anillamiento,1987-12-15,"Coria del Rio, Sevilla",España,11.4012499,53.6355022,-6.0533598,37.2882628,3,0,M. Vazquez,182.0,2286.0,Cazada,muerto
A,3196662,European Starling,Sturnus vulgaris,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,24,11,2001,"La Fao, Aznalcazar, Sevilla",España,3,2,M. Vazquez,330,1160.2483822886256,Anillamiento,2001-11-24,anillamiento,2002-10-20,"Mas Thibert, Bouches du Rhone",Francia,-6.2495425,37.3047112,4.729189,43.558055,2,0,Extranjero,330.0,1203.0,Cazado con escopeta,muerto
A,1E87964,Dunnock,Prunella modularis,Prunellidae (Accentors),Passeriformes,Accentors,15,9,2001,"Jabekk, Mandal, Vest Agder",Noruega,3,0,M. Vazquez,57,2494.9274678250267,Anillamiento,2001-09-15,anillamiento,2001-11-11,"El Alamillo, Sevilla",España,7.509726199999998,58.0311657,-5.993313499999999,37.4175931,3,0,Extranjero,57.0,2495.0,control ,control
A,N216363,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,9,4,2006,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,M. Vega,14,1674.5327563930573,Anillamiento,2006-04-09,anillamiento,2006-04-23,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,-5.2270807,37.3626595,-0.5292091,52.0627394,4,0,BTO,14.0,1662.0,control ,control
C,N216363,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,4,2006,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,4,0,BTO,406,0.0,control ,2006-04-23,control,2007-06-03,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,-0.5292091,52.0627394,-0.5292091,52.0627394,4,0,BTO,420.0,1662.0,control ,control
A,4513029,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,8,5,2002,"Vred, Nord",Francia,4,1,Extranjero,679,1635.7007740189952,Anillamiento,2002-05-08,anillamiento,2004-03-17,"Veta la Palma, Puebla del Rio, Sevilla",España,3.230963,50.393972,-6.063133,37.2694065,4,0,M. Vazquez,679.0,1653.0,control ,control
A,AC0331,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,5,2005,"Jersey Bird Observatory, ST Ouen, Jersey Islas del Canal",Gran Bretaña,4,0,Extranjero,446,1363.004677460582,Anillamiento,2005-05-29,anillamiento,2006-08-18,"Caño Navarro, Coria del Rio, Sevilla",España,-2.222648,49.2374758,-6.0533598,37.2882628,4,0,M. Vazquez,446.0,1367.0,control ,control
A,A175939,Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,10,9,2004,"Barrinha de Mira, Coimbra",Portugal,3,0,Extranjero,247,464.17885359417215,Anillamiento,2004-09-10,anillamiento,2005-05-15,"Laguna del Gobierno, Lantejuela,Sevilla",España,-8.7832581,40.48886,-5.2270807,37.3626595,4,0,M. Vega,247.0,461.0,control ,control
A,VD76554,Marsh Warbler,Acrocephalus palustris,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,21,7,2004,"Roblingen, Mansfelder, Halle",Alemania,3,0,Extranjero,36,2120.892810696706,Anillamiento,2004-07-21,anillamiento,2004-08-26,"Caño Navarro, Coria del Rio, Sevilla",España,11.9586005,51.4816195,-6.0533598,37.2882628,3,0,M. Vazquez,36.0,2100.0,control ,control
A,ZB55555,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,25,5,2002,"Bohmke U Werder Wolgast, Rostock",Alemania,4,0,Extranjero,1086,2283.7233990795467,Anillamiento,2002-05-25,anillamiento,2005-05-15,"Laguna del Gobierno, Lantejuela,Sevilla",España,12.0991466,54.0924406,-5.2270807,37.3626595,4,0,M. Vega,1086.0,2359.0,control ,control
A,3229814,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,27,5,1990,"Wetteren, Oost Vlaanderen, Flandes Or",Belgica,4,0,Extranjero,862,1778.2611673909107,Anillamiento,1990-05-27,anillamiento,1992-10-05,"Sanlucar de Barrameda, Cadiz",España,3.880317099999999,51.0031237,-6.3529689,36.7725774,4,0,M. Vazquez,862.0,1777.0,Cazada,muerto
A,4115167,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,1,9,1991,"Genk, Limburg",Belgica,3,0,Extranjero,1342,1774.312707659166,Anillamiento,1991-09-01,anillamiento,1995-05-05,"La Escribana, Coria del Rio, Sevilla",España,5.5021822,50.9662102,-6.0533598,37.2882628,4,0,M. Vazquez,1342.0,1769.0,control ,control
A,4449241,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,8,1992,"Nismes, Namen, Namur",Belgica,3,0,Extranjero,749,1617.356632857516,Anillamiento,1992-08-18,anillamiento,1994-09-06,"Villaverde del Rio, Sevilla",España,4.5483364,50.0748018,-5.8742975,37.5891528,4,0,M. Vazquez,749.0,1617.0,Encontrado muerto,muerto
A,9441291,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2005,"Wetteren, Oost Vlaanderen, Flandes Or",Belgica,3,0,Extranjero,379,1715.1347140206424,Anillamiento,2005-08-11,anillamiento,2006-08-25,"Caño Navarro, Coria del Rio, Sevilla",España,3.880317099999999,51.0031237,-6.0533598,37.2882628,4,0,M. Vazquez,379.0,1714.0,control ,control
A,9445337,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,30,8,2005,"Essen, Antwerpen, Amberes",Belgica,3,0,Extranjero,363,1780.6747865608895,Anillamiento,2005-08-30,anillamiento,2006-08-28,"Caño Navarro, Coria del Rio, Sevilla",España,4.468516999999999,51.4677647,-6.0533598,37.2882628,4,0,M. Vazquez,363.0,1784.0,control ,control
A,9417466,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,1,8,2005,"Teralfene, Vlaams Brabant",Belgica,4,0,Extranjero,389,1712.6554975676888,Anillamiento,2005-08-01,anillamiento,2006-08-25,"Caño Navarro, Coria del Rio, Sevilla",España,4.0987022,50.8922688,-6.0533598,37.2882628,4,0,M. Vazquez,389.0,1711.0,control ,control
A,9459246,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,16,8,2005,"Zulte, Oost Vlaanderen, Flandes",Belgica,3,0,Extranjero,363,1691.742989495434,Anillamiento,2005-08-16,anillamiento,2006-08-14,"Caño Navarro, Coria del Rio, Sevilla",España,3.4438618,50.9219223,-6.0533598,37.2882628,4,0,M. Vazquez,363.0,1690.0,control ,control
A,9645641,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,7,8,2006,"Oorderen, Antwerpen, Amberes",Belgica,4,0,Extranjero,52,1722.072038761861,Anillamiento,2006-08-07,anillamiento,2006-09-28,"Laguna del Gobierno, Lantejuela,Sevilla",España,4.355089,51.28441489999999,-5.2270807,37.3626595,4,0,M. Vazquez,52.0,1722.0,control ,control
A,9836110,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,17,8,2006,"Sint Amands, Antwerpen, Amberes",Belgica,3,0,Extranjero,646,1694.6933503432017,Anillamiento,2006-08-17,anillamiento,2008-05-24,"Laguna del Gobierno, Lantejuela,Sevilla",España,4.2050401,51.054855,-5.2270807,37.3626595,4,0,M. Vega,646.0,1694.0,control ,control
A,TA6632,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,2,8,2001,"Lazne Bohdanec, Pardubice",Republica Checa,3,0,Extranjero,1375,2185.0975169365397,Anillamiento,2001-08-02,anillamiento,2005-05-08,"Laguna del Gobierno, Lantejuela,Sevilla",España,15.6797896,50.0756015,-5.2270807,37.3626595,4,0,M. Vazquez,1375.0,2181.0,control ,control
A,N360289,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,30,4,2005,"Nakri, Ceske Budejovice",Republica Checa,3,0,Extranjero,351,2045.7043114549076,Anillamiento,2005-04-30,anillamiento,2006-04-16,"Laguna del Gobierno, Lantejuela,Sevilla",España,14.329343,49.1188683,-5.2270807,37.3626595,4,0,M. Vega,351.0,2042.0,control ,control
A,176745,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,5,7,1987,"Huerta Daniel, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,2079,2519.631765787434,Anillamiento,1987-07-05,anillamiento,1993-03-14,"PN Du Djoudj, Fleuve",Senegal,-6.0614941,37.2644229,-16.2404468,16.399321,4,0,Extranjero,2079.0,2525.0,control ,control
A,AE63003,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,14,8,1999,"Vrhinika, Ljubljansko Barje, Slovenia",Eslovenia,4,0,Extranjero,1730,1890.6125183947083,Anillamiento,1999-08-14,anillamiento,2004-05-09,"Laguna del Gobierno, Lantejuela,Sevilla",España,14.4536009,45.98702960000001,-5.2270807,37.3626595,4,0,M. Vega,1730.0,1875.0,control ,control
A,3981584,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,14,3,1993,"PN Du Djoudj, Fleuve",Senegal,4,0,Extranjero,112,2586.503215598832,Anillamiento,1993-03-14,anillamiento,1993-07-04,"Ecija, Sevilla",España,-16.2404468,16.399321,-5.0826742,37.5414656,4,0,LEO BIAGGI,81.0,2593.0,control ,control
A,4681485,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,30,7,2004,"Arraincourt, Moselle",Francia,4,0,Extranjero,377,1648.8963010601365,Anillamiento,2004-07-30,anillamiento,2005-08-11,"Caño Navarro, Coria del Rio, Sevilla",España,6.533977,48.972905,-6.0533598,37.2882628,4,0,M. Vazquez,377.0,1647.0,control ,control
A,4975168,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,9,9,2004,"Marais de Wissant, Tardinghen, Pas de Calais",Francia,3,0,Extranjero,255,1595.9971035776057,Anillamiento,2004-09-09,anillamiento,2005-05-22,"Laguna del Gobierno, Lantejuela,Sevilla",España,1.631326,50.866145,-5.2270807,37.3626595,4,0,M. Vega,255.0,1596.0,control ,control
A,R215620,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,8,6,2005,"Canterbury, Kent",Gran Bretaña,4,1,Extranjero,454,1653.7683277638243,Anillamiento,2005-06-08,anillamiento,2006-09-05,"Caño Navarro, Coria del Rio, Sevilla",España,1.0789089,51.280233,-6.0533598,37.2882628,4,0,M. Vazquez,454.0,1659.0,control ,control
A,R303080,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,6,8,2002,"Westwick, Bishop Monkton, Northyorkshire",Gran Bretaña,4,1,Extranjero,1466,1900.2497054662776,Anillamiento,2002-08-06,anillamiento,2006-08-11,"Caño Navarro, Coria del Rio, Sevilla",España,-1.4978549,54.09370999999999,-6.0533598,37.2882628,4,0,M. Vazquez,1466.0,1904.0,control ,control
A,AD29919,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,31,7,2001,"Agelo, Overijssel",Holanda,1,0,Extranjero,85,1943.1409333461704,Anillamiento,2001-07-31,anillamiento,2001-10-24,"El Alamillo, Sevilla",España,6.8870491,52.3848158,-5.993313499999999,37.4175931,3,0,M. Vazquez,85.0,1943.0,control ,control
A,AF57499,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,19,8,2002,"Elburg, Gelderland",Holanda,3,0,M. Vega,356,1885.5334976727904,Anillamiento,2002-08-19,anillamiento,2003-08-10,"Laguna del Gobierno, Lantejuela,Sevilla",España,5.834519299999999,52.4492631,-5.2270807,37.3626595,4,0,Extranjero,356.0,1885.0,control ,control
A,AG13008,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,28,7,2004,"Castricum, Noord Holland",Holanda,3,0,Extranjero,392,1890.8191818668247,Anillamiento,2004-07-28,anillamiento,2005-08-24,"Caño Navarro, Coria del Rio, Sevilla",España,4.6695055,52.5495874,-6.0533598,37.2882628,4,0,M. Vazquez,392.0,1888.0,control ,control
A,AE40211,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,10,8,1999,"Vrhinika, Ljubljansko Barje, Slovenia",Eslovenia,3,0,Extranjero,1475,1890.6125183947083,Anillamiento,1999-08-10,anillamiento,2003-08-24,"Laguna del Gobierno, Lantejuela,Sevilla",España,14.4536009,45.98702960000001,-5.2270807,37.3626595,4,0,M. Vega,1475.0,1875.0,control ,control
A,2524255,Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,8,1993,"Rio Blanco, Ecija, Sevilla",España,3,2,E. Gomez,1334,1740.0332634841943,Anillamiento,1993-08-29,anillamiento,1997-04-24,Ghadira,Malta,-5.0739044,37.535495,14.3486429,35.9671945,4,0,Extranjero,1334.0,1734.0,control ,control
A,TA84159,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,30,8,2003,"Sudislavice, Praha",Republica Checa,4,0,Extranjero,242,2151.9529721281283,Anillamiento,2003-08-30,anillamiento,2004-04-28,"El Alamillo, Sevilla",España,14.4378005,50.0755381,-5.993313499999999,37.4175931,4,0,M. Vazquez,242.0,2156.0,control ,control
A,B902778,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,20,8,1994,"Lelystad, Houtrib Sluizen, Ijsselmeerpolders",Holanda,3,0,Extranjero,969,1911.3200148093151,Anillamiento,1994-08-20,anillamiento,1997-04-15,"Dos Hermanas, Sevilla",España,5.4343593,52.5277353,-5.924239099999999,37.2865803,2,0,M. Vazquez,969.0,1912.0,control ,control
A,F127254,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,2,10,1988,"Roerdomp, Noord Brabant",Holanda,4,2,Extranjero,45,1810.839653410328,Anillamiento,1988-10-02,anillamiento,1988-11-16,"Coria del Rio, Sevilla",España,5.2321687,51.4826537,-6.0533598,37.2882628,2,0,M. Vazquez,46.0,1800.0,Cazado con percha,muerto
A,29V98698,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,30,9,1988,"Clabecq, Brabant",Belgica,4,1,Extranjero,60,1685.743244994565,Anillamiento,1988-09-30,anillamiento,1988-11-29,"Sevilla, Sevilla",España,4.22163,50.69212,-5.9844589,37.3890924,2,0,M. Vazquez,59.0,1682.0,Muerta por un gato,muerto
A,7V4057,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,17,7,1970,"Brasschaat, Antwerpen, Amberes",Belgica,4,1,Extranjero,10774,1737.6659462292355,Anillamiento,1970-07-17,anillamiento,2000-01-15,"Marchena, Sevilla",España,4.4915511,51.2901086,-5.4162096,37.3271048,A,0,Zamalla,10774.0,1733.0,Encontrada solo anilla con detector de metales,muerto
A,3427860,Eurasian Blackcap,Sylvia atricapilla,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,30,7,1990,"Pirincen, Limburg",Belgica,3,0,Extranjero,104,1720.5207645308303,Anillamiento,1990-07-30,anillamiento,1990-11-11,"Cantera del Duende, El Rubio, Sevilla",España,5.3419677,50.9738973,-4.9909478,37.353777,3,0,M. Vazquez,104.0,1702.0,control ,control
